,ESB Chiller Plant plantEfficiency,ESB_Chillers Demand,ESB_Chillers percentRefrigerationLoad,ESB_Chillers tonnage,Active_Chiller_Load_Percent Value,Primary_CHW_Flow Value,Building_Load Value,ESB_Chillers chillerEvapDifferentialPress,ESB_Chillers chillerCondDifferentialPress,ESB_Chillers chillerCondLeavingWaterTemp,ESB_Chillers chillerEvapEnteringWaterTemp,ESB_Chillers outdoorAirTemp,ESB_Chillers chillerEvapLeavingWaterTemp,ESB_Chillers chillerTotalKw,ESB_Chillers chillerCondEnteringWaterTemp,ESB_Chillers chillerEvapWaterFlow,time,anomaly,kmeans_labels,path_index,hour,pattern
4434,0.8999,105.24,20.76,166.07,23.56,1817.18,310.29,16.33,18.15,71.45,44.55,59.82,42.28,118.82,66.4,1754.48,9/20/2020 4:00,TRUE,1,,4,2
4435,0.9312,106.39,20.32,162.57,18.69,1804.67,248.49,16.65,18.17,71.49,44.53,59.27,42.31,125.95,66.48,1754.97,9/20/2020 5:00,TRUE,4,,5,2
4436,0.919,113.71,21.68,173.45,23.98,1813.34,291.91,17.25,18.61,72.24,44.72,59.27,42.35,136.32,67.1,1754.97,9/20/2020 6:00,TRUE,2,,6,2
4437,0.9151,108.96,20.77,166.15,18.4,1805.28,262.94,17.46,19.08,71.65,44.63,59.18,42.36,127.69,66.68,1754.28,9/20/2020 7:00,TRUE,2,,7,2
4438,0.8137,118.38,25.23,201.8,27.22,1822.37,327.33,17.56,19.2,72.29,45.05,60.71,42.29,142.52,66.82,1754.43,9/20/2020 8:00,TRUE,1,2,8,2
4439,0.7931,130.29,27.92,223.38,26.73,1814.88,326.87,18.91,19.23,73.19,45.39,63.87,42.34,153.48,67.4,1754.55,9/20/2020 9:00,FALSE,3,2,9,2
4440,0.7265,148.18,33.92,271.4,32.19,1819.55,380.09,17.28,19.22,74.6,46,68.48,42.29,170.79,68.15,1757.88,9/20/2020 10:00,FALSE,3,2,10,2
4441,0.7074,156.75,36.53,292.21,38.51,1821.49,427.25,17.73,19.18,75.04,46.25,73,42.26,183.55,68.09,1756.92,9/20/2020 11:00,FALSE,0,2,11,2
4442,0.7178,166.18,37.94,303.54,34.32,1800.91,385.23,17.85,19.2,75.5,46.45,75.41,42.31,280.75,68.77,1759.67,9/20/2020 12:00,FALSE,1,2,12,2
4443,0.753,161.23,35.61,284.88,39.03,1812.35,441.32,19.09,19.19,75.87,46.19,76.91,42.3,175.54,69.1,1759.04,9/20/2020 13:00,FALSE,1,2,13,2
4444,0.7175,150.46,34.96,279.71,35.96,1815.43,377.96,20.66,19.16,74.41,45.99,78.7,42.17,171.54,67.84,1757.98,9/20/2020 14:00,FALSE,1,2,14,2
4445,0.7083,146.38,34.47,275.72,28.23,1822.67,348.94,20.47,19.16,74.8,46.13,79.42,42.37,169.75,68.39,1760.3,9/20/2020 15:00,FALSE,1,2,15,2
4446,0.7091,142.38,33.56,268.48,32.51,1809.86,387.09,19.94,19.14,74.28,45.78,79.16,42.11,157.09,67.84,1755.9,9/20/2020 16:00,FALSE,0,2,16,2
4447,0.7182,149.49,34.44,275.52,33.13,1818.43,397.69,19.55,19.15,74.89,46.01,77.52,42.25,166.88,68.36,1759.49,9/20/2020 17:00,FALSE,1,2,17,2
4448,0.7597,141.06,31.03,248.22,33.55,1807.44,399.26,18.29,19.15,74.32,45.69,75.43,42.3,160.68,68.21,1758.53,9/20/2020 18:00,FALSE,0,2,18,2
4449,0.7444,150.96,33.64,269.14,35.31,1797.12,400.13,16.72,19.14,74.79,46.02,72.9,42.34,169.97,68.29,1759.2,9/20/2020 19:00,FALSE,0,2,19,2
4450,0.7542,152.72,33.79,270.29,36.86,1803.58,385.37,14.28,19.14,74.95,45.99,70.6,42.3,181.33,68.32,1757.39,9/20/2020 20:00,FALSE,1,2,20,2
4451,0.7644,142.98,31.64,253.14,33.2,1794.21,358.85,15.05,18.75,74.3,45.74,68.82,42.28,158.03,68.1,1757.84,9/20/2020 21:00,FALSE,3,7,21,2
4452,0.7565,137.69,30.57,244.55,34.85,1816.42,383.78,14.95,18.28,74,45.67,67.25,42.32,160.88,67.84,1754.35,9/20/2020 22:00,FALSE,3,7,22,2
4453,0.792,134.27,28.94,231.48,33.53,1807.61,381.07,15.41,18.15,73.54,45.48,65.64,42.32,149.27,67.48,1754.55,9/20/2020 23:00,FALSE,0,,23,2
4454,0.813,128.83,27.25,218.03,29.21,1795.61,349.17,15.84,18.13,73.55,45.28,64.2,42.3,146.88,67.77,1756.29,9/21/2020 0:00,FALSE,1,2,0,2
4455,0.8003,122.53,26.33,210.66,24.16,1792.75,294.04,16.24,18.09,72.41,45.12,62.92,42.23,140.67,66.77,1755.22,9/21/2020 1:00,FALSE,1,2,1,2
4456,0.8119,123.05,25.97,207.72,24.08,1817.31,295.39,16.58,18.12,73.22,45.21,61.69,42.37,144.5,67.69,1754.6,9/21/2020 2:00,FALSE,1,2,2,2
4457,0.8054,118.76,25.32,202.6,25.81,1814.31,322.64,16.58,18.1,72.85,45.14,60.79,42.37,141.73,67.41,1756.53,9/21/2020 3:00,FALSE,1,2,3,2
4458,0.8321,111.82,23.8,190.38,24.52,1822.06,314.32,16.46,18.09,72.49,44.93,60.09,42.33,175.44,67.07,1754.61,9/21/2020 4:00,FALSE,1,2,4,2
4459,0.8901,102.85,20.72,165.78,21.68,1810.37,269.17,15.37,18.12,71.37,44.58,59.25,42.31,119.03,66.38,1752.04,9/21/2020 5:00,TRUE,4,,5,2
4460,0.9383,100.3,19.17,153.35,17.88,1810.5,261.85,17.32,18.62,71.78,44.4,58.5,42.3,116.92,66.94,1753.27,9/21/2020 6:00,FALSE,2,9,6,2
4461,0.9801,95.56,18.09,144.69,20.2,1822.82,284.21,17.83,19.13,71.23,44.29,58.48,42.31,108.51,66.33,1755.16,9/21/2020 7:00,FALSE,2,9,7,2
4462,0.9435,96.91,18.78,150.24,18.38,1801.96,269.16,17.69,19.3,71.22,44.42,59.83,42.37,107.27,66.42,1756.89,9/21/2020 8:00,FALSE,0,9,8,2
4463,0.9377,101.24,19.55,156.44,16.52,1812.66,242.12,18.02,19.34,71.23,44.48,62.71,42.34,125.46,66.44,1756.92,9/21/2020 9:00,FALSE,0,9,9,2
4464,0.8498,113.84,23.72,189.76,23.91,1820.46,286.8,18.36,19.19,72.09,44.94,65.98,42.34,125.45,66.76,1752.88,9/21/2020 10:00,FALSE,0,9,10,2
4465,0.7689,126.6,28.38,227.06,28.24,1799.56,355.12,18.6,19,72.39,45.34,70.01,42.24,147.81,66.42,1755.31,9/21/2020 11:00,FALSE,0,9,11,2
4466,0.7351,132.64,30.23,241.87,25.8,1817.46,300.45,21.11,18.85,73.47,45.58,73.28,42.28,145.75,67.32,1756.84,9/21/2020 12:00,FALSE,1,9,12,2
4467,0.7084,138.46,32.51,260.08,28.79,1804.25,353.43,18.38,18.73,74.18,45.87,75.64,42.32,163.28,67.83,1757.06,9/21/2020 13:00,FALSE,1,9,13,2
4468,0.698,144.04,34.22,273.77,35.37,1809.41,383.92,18.85,18.61,74.52,45.94,76.5,42.21,168.7,67.79,1758.84,9/21/2020 14:00,FALSE,1,9,14,2
4469,0.7107,146.89,34.69,277.52,32.6,1824.03,364.47,18.87,18.52,74.83,45.97,76.67,42.18,161.68,68.15,1757.45,9/21/2020 15:00,FALSE,1,9,15,2
4470,0.7229,134.82,31.39,251.15,30.5,1811.63,345.22,19.12,18.49,74.52,45.99,76.95,42.56,151.66,68.28,1759.89,9/21/2020 16:00,FALSE,0,9,16,2
4471,0.7387,145.84,32.44,259.53,36.83,1822.26,399.18,18.34,18.44,74.53,45.7,76.11,42.16,169.9,68.2,1758.86,9/21/2020 17:00,FALSE,1,9,17,2
4472,0.7706,138.3,31.04,248.32,28.58,1807.19,330.17,17.89,18.35,74.14,45.7,73.49,42.32,163.23,67.84,1758.96,9/21/2020 18:00,FALSE,0,9,18,2
4473,0.7342,132.38,30.75,245.98,36.08,1821.18,406.27,17.26,18.29,73.89,45.61,71.05,42.24,150.96,67.8,1755.14,9/21/2020 19:00,FALSE,0,9,19,2
4474,0.779,129.44,28.95,231.56,26.8,1823.06,343.07,16.52,18.27,73.97,45.38,69.38,42.22,144.09,67.88,1757.6,9/21/2020 20:00,FALSE,1,9,20,2
4475,0.7881,125.84,27.3,218.4,24.91,1809.19,312.78,16.07,17.81,73.27,45.31,67.65,42.33,158.36,67.43,1754.65,9/21/2020 21:00,FALSE,0,,21,2
4476,0.7759,123.83,27.76,222.07,27.72,1814.4,329.62,16.76,17.25,73.65,45.29,66.21,42.25,140.95,67.74,1754.46,9/21/2020 22:00,FALSE,3,,22,2
4477,0.7945,118.7,25.95,207.56,27.02,1819.47,316.74,16.21,17.07,72.94,45.1,64.76,42.26,145.1,67.14,1751.83,9/21/2020 23:00,FALSE,4,,23,2
4478,0.8716,111.28,22.66,181.31,22.04,1807.57,278.83,16.58,17.02,72.4,44.61,63.62,42.13,185.39,67.26,1754.09,9/22/2020 0:00,FALSE,0,1,0,2
4479,0.9639,102.37,18.92,151.37,23.9,1808.67,301.56,16.32,17.03,71.48,44.4,62.65,42.33,117.41,66.67,1751.9,9/22/2020 1:00,FALSE,0,1,1,2
4480,0.9356,97.85,19.09,152.71,16.96,1812.98,233.94,16.68,16.99,70.87,44.36,61.51,42.27,112.73,66.1,1753.05,9/22/2020 2:00,FALSE,0,1,2,2
4481,1.0791,95.01,16.61,132.88,22.24,1814.6,275.36,16.93,17.01,71.09,44.17,61.36,42.35,117.95,66.55,1752.09,9/22/2020 3:00,FALSE,0,1,3,2
4482,0.9686,92.89,17.65,141.18,17.86,1817.06,244.47,17.3,16.98,70.55,44.27,60.2,42.33,107.53,66.1,1753.51,9/22/2020 4:00,FALSE,0,1,4,2
4483,1.0433,94.23,16.99,135.9,22.28,1818.58,303.19,17.51,16.95,70.76,44.24,59.12,42.37,128.09,66.04,1750.78,9/22/2020 5:00,FALSE,4,1,5,2
4484,1.0629,92.93,16.4,131.23,15.45,1816.13,227.16,17.99,17.42,70.79,44.14,57.44,42.34,120.15,66.33,1751.48,9/22/2020 6:00,FALSE,2,9,6,2
4485,1.0621,91.88,16.1,128.79,11.88,1813.08,199.95,18.35,17.91,70.22,44.15,57.75,42.38,115.01,65.61,1750.68,9/22/2020 7:00,FALSE,2,9,7,2
4486,0.9425,100.07,19.19,153.54,18.97,1816.39,243.71,18.4,18.05,71.03,44.44,60.37,42.34,122.28,66.35,1755.26,9/22/2020 8:00,FALSE,0,9,8,2
4487,0.8826,105.41,21.34,170.75,16.47,1825.68,244.03,18.97,18.02,71.41,44.69,63.13,42.36,123.91,66.44,1753.78,9/22/2020 9:00,FALSE,0,9,9,2
4488,0.8803,121.42,24.18,193.43,25.96,1819.07,307.27,19.26,17.98,72.37,45.05,66.05,42.41,162.73,67.09,1754.19,9/22/2020 10:00,FALSE,0,9,10,2
4489,0.7899,124.31,27.01,216.05,26.75,1795.91,341.31,19.63,17.9,72.91,45.2,68.41,42.25,137.8,67.2,1755.79,9/22/2020 11:00,FALSE,0,9,11,2
4490,0.786,130.5,28.48,227.8,26.21,1800.04,338.54,19.33,17.84,73.24,45.44,70.04,42.32,208.92,67.29,1750.2,9/22/2020 12:00,FALSE,1,9,12,2
4491,0.757,139.37,30.47,243.73,33.51,1829.43,379.91,19.14,17.78,73.85,45.56,74.33,42.23,157.32,67.73,1755,9/22/2020 13:00,FALSE,1,9,13,2
4492,0.7925,138.7,29.61,236.88,29.89,1811.96,357.2,18.82,17.72,74.34,45.52,74.82,42.28,152.94,68.28,1756.69,9/22/2020 14:00,FALSE,1,9,14,2
4493,0.7771,141.48,30.42,243.33,32.13,1804.59,349.47,18.69,17.67,73.96,45.64,73.84,42.31,158.45,67.87,1754.51,9/22/2020 15:00,FALSE,1,9,15,2
4494,0.7766,139.45,29.94,239.56,30.06,1816.68,330.87,18.22,17.64,74.29,45.64,71.88,42.36,156.97,68.29,1751.9,9/22/2020 16:00,FALSE,0,9,16,2
4495,0.7708,133.19,28.64,229.1,29.68,1814.24,361.82,18.06,17.6,72.95,45.45,69.87,42.32,163.28,67.27,1756.02,9/22/2020 17:00,FALSE,1,9,17,2
4496,0.8272,130.24,26.44,211.5,26.98,1815.28,344.44,17.89,17.58,72.86,45.21,68.49,42.33,173.68,67.28,1759.7,9/22/2020 18:00,FALSE,0,9,18,2
4497,0.8176,123.66,26.24,209.93,25.92,1800.68,331.59,17.77,17.57,72.37,45.17,67.77,42.3,160.5,66.87,1752.47,9/22/2020 19:00,FALSE,0,9,19,2
4498,0.7884,124.09,26.76,214.08,24.1,1818.21,320.01,17.85,17.57,73.26,45.2,67.17,42.27,139.69,67.59,1753.02,9/22/2020 20:00,FALSE,1,9,20,2
4499,0.8418,121.68,25.11,200.9,23.72,1812.87,318.84,17.77,17.1,72.64,45.01,66.19,42.26,151.38,67.12,1753.49,9/22/2020 21:00,FALSE,0,,21,2
4500,0.873,122.89,24.46,195.69,26.93,1811.96,313.47,17.54,16.56,73.12,45,65.57,42.31,146.74,67.67,1752.35,9/22/2020 22:00,FALSE,3,,22,2
4501,0.9009,122.68,23.32,186.55,29.48,1814.22,329.56,17.6,16.39,72.53,44.91,65.27,42.36,142.79,67.11,1756.18,9/22/2020 23:00,FALSE,4,,23,2
4502,0.8957,115.87,22.88,183.05,24.06,1813.23,283.77,17.6,16.33,73,44.72,65.17,42.21,153.97,67.58,1753.3,9/23/2020 0:00,FALSE,0,,0,2
4503,0.8634,119.91,23.89,191.15,24.73,1812.52,321.56,17.53,16.26,72.46,44.93,64.58,42.31,146.17,67.15,1755.26,9/23/2020 1:00,FALSE,1,2,1,2
4504,0.8554,119.87,24.26,194.05,23.44,1820.1,285.85,17.66,16.19,72.49,45,64.25,42.34,140.28,67.24,1752.3,9/23/2020 2:00,FALSE,1,2,2,2
4505,0.8233,137.81,27.49,219.89,26.47,1811.31,300.65,18,16.11,73.47,45.42,63.65,42.42,154.37,67.81,1757.4,9/23/2020 3:00,FALSE,1,2,3,2
4506,0.8362,125.88,25.83,206.68,22.96,1820.78,299.42,17.9,16.05,72.86,45.18,63.13,42.35,146.88,67.42,1753.87,9/23/2020 4:00,FALSE,1,2,4,2
4507,0.841,122.36,24.77,198.14,22.23,1814.72,276.41,17.48,16.02,72.53,45.11,63.38,42.4,145.23,67.2,1754.3,9/23/2020 5:00,FALSE,0,2,5,2
4508,0.8214,133.55,27.73,221.83,24.94,1819.45,318.03,17.74,16.53,73.51,45.4,63.08,42.37,160.38,67.8,1754.69,9/23/2020 6:00,FALSE,0,2,6,2
4509,0.792,131.89,27.95,223.63,30.22,1814.75,334.1,16.42,17.09,73.32,45.41,62.78,42.35,158.09,67.62,1757.01,9/23/2020 7:00,FALSE,3,2,7,2
4510,0.802,132.89,28.08,224.6,31.12,1807.33,337.56,16.77,17.27,73.27,45.44,63.69,42.37,160.02,67.42,1755.83,9/23/2020 8:00,FALSE,1,2,8,2
4511,0.7985,138.27,28.83,230.62,29.83,1823.7,354.1,17.21,17.33,73.65,45.52,64.09,42.37,151.78,67.79,1754.1,9/23/2020 9:00,FALSE,3,2,9,2
4512,0.7808,139.49,29.74,237.93,30.06,1822.11,358.64,18.04,17.32,73.89,45.57,65.53,42.32,161.04,68.04,1756.34,9/23/2020 10:00,TRUE,0,2,10,2
4513,0.7383,144.64,32.74,261.96,31.47,1799.82,343.47,17.96,17.26,73.98,45.87,68.07,42.29,159.19,67.58,1755.67,9/23/2020 11:00,FALSE,0,2,11,2
4514,0.7466,143.48,31.61,252.87,28.8,1814.34,336.8,17.2,17.24,74.59,45.93,68.47,42.47,164,68.51,1755.05,9/23/2020 12:00,FALSE,1,2,12,2
4515,0.7838,153.41,32.42,259.37,43.77,1814.12,466.8,18.67,17.19,74.8,45.66,68.84,42.12,227.59,68.38,1757.1,9/23/2020 13:00,FALSE,1,2,13,2
4516,0.7791,152.89,32.36,258.84,30.04,1807.55,338.02,18.38,17.16,74.69,45.84,69.05,42.3,170.06,68.34,1757.29,9/23/2020 14:00,FALSE,1,2,14,2
4517,0.7305,145.77,33.39,267.13,29.48,1830.81,371.52,16.94,17.13,74.11,45.94,67.03,42.29,161.9,67.74,1755.94,9/23/2020 15:00,FALSE,1,2,15,2
4518,0.7623,159.08,34.39,275.14,36.91,1809.71,405.73,17.58,17.12,75.42,46.08,66.02,42.32,181.8,68.7,1757.4,9/23/2020 16:00,FALSE,0,2,16,2
4519,0.7537,155.58,34.17,273.4,34.88,1813.77,369.4,17.53,17.09,74.45,45.98,66.02,42.25,179.99,67.96,1755.62,9/23/2020 17:00,FALSE,1,2,17,2
4520,0.7626,149.06,32.41,259.31,34.76,1820.62,399.72,17.47,17.08,74.45,45.85,65.72,42.31,167.23,68.07,1758.01,9/23/2020 18:00,FALSE,0,2,18,2
4521,0.7823,152.08,32.25,258.01,33.05,1801.75,381.72,17.88,17.09,74.93,45.86,65.32,42.34,166.7,68.49,1758.38,9/23/2020 19:00,FALSE,0,2,19,2
4522,0.777,152.44,32.36,258.89,34.61,1805.33,389.84,17.82,17.06,74.46,45.77,64.64,42.23,173.01,67.89,1756.37,9/23/2020 20:00,FALSE,1,2,20,2
4523,0.7938,141.05,29.84,238.74,27.05,1803.95,322.54,17.52,16.61,74.12,45.58,63.78,42.32,205.06,67.98,1757.61,9/23/2020 21:00,FALSE,3,7,21,2
4524,0.8228,138.37,28.67,229.33,27.43,1816.76,341.53,17.74,16.05,73.95,45.43,62.87,42.29,158.59,67.87,1753.95,9/23/2020 22:00,FALSE,3,7,22,2
4525,0.8745,126.49,24.68,197.41,22.67,1809.45,280.63,17.81,15.94,73.24,45.01,62.59,42.31,147.9,67.82,1755.52,9/23/2020 23:00,FALSE,4,,23,2
4526,0.8654,120.35,23.94,191.53,21.85,1812.77,270.88,18.19,15.9,72.62,45.03,62.03,42.41,141.65,67.24,1753.94,9/24/2020 0:00,TRUE,0,,0,2
4527,0.8097,129.68,27.18,217.46,26.95,1810,295.26,17.72,15.85,73.34,45.39,61.45,42.42,155,67.58,1751.93,9/24/2020 1:00,FALSE,1,2,1,2
4528,0.8197,137.14,28.39,227.12,25.95,1813.8,323.98,17.68,15.79,73.57,45.47,61.75,42.37,155.23,67.66,1757.37,9/24/2020 2:00,FALSE,1,2,2,2
4529,0.7846,136.89,29.6,236.77,33.02,1816.44,374.88,18,15.72,74.21,45.6,61.75,42.37,147.57,68.38,1755.48,9/24/2020 3:00,FALSE,1,2,3,2
4530,0.7824,137.1,29.55,236.4,31.4,1818.85,362.75,17.91,15.67,73.31,45.56,61.75,42.33,148.38,67.41,1754.81,9/24/2020 4:00,FALSE,1,2,4,2
4531,0.8042,130.16,27.39,219.09,32.36,1802.03,364.16,17.84,15.67,73.36,45.29,61.75,42.29,149.36,67.46,1753.58,9/24/2020 5:00,FALSE,0,2,5,2
4532,0.8085,140.53,28.89,231.12,29.48,1813.3,328.4,17.98,16.19,74.05,45.55,62.05,42.4,157.13,67.99,1756.67,9/24/2020 6:00,FALSE,0,2,6,2
4533,0.7735,141.34,30.37,242.97,31.11,1809.62,339.33,18.08,16.75,74.22,45.59,62.03,42.27,166.26,68.35,1756.17,9/24/2020 7:00,FALSE,3,2,7,2
4534,0.7809,134.55,29.22,233.72,29.03,1804.93,340.51,18.25,16.93,73.48,45.49,61.42,42.3,147.17,67.58,1757.83,9/24/2020 8:00,FALSE,1,2,8,2
4535,0.7457,132.13,30.22,241.74,30.64,1814.21,362.23,18.21,16.99,73.74,45.85,60.72,42.54,156.27,67.63,1755.32,9/24/2020 9:00,FALSE,3,2,9,2
4536,0.7744,147.77,31.96,255.65,38.74,1819.23,425.32,18.49,16.97,74.76,45.62,61.56,42.13,166.57,68.31,1756.63,9/24/2020 10:00,FALSE,3,2,10,2
4537,0.7632,155.57,33.82,270.54,36.94,1821.72,408.79,18.32,16.95,75.15,45.93,62.36,42.23,170.61,68.4,1756.07,9/24/2020 11:00,FALSE,0,2,11,2
4538,0.7354,157.94,35.69,285.54,35.31,1817.58,403.59,18.25,16.92,75.07,46.15,63.51,42.26,169.05,68.33,1759.63,9/24/2020 12:00,FALSE,1,2,12,2
4539,0.7317,158.89,36.49,291.92,38.71,1797.55,416.25,18.36,16.88,75.33,46.19,63.84,42.21,173.95,68.35,1757.6,9/24/2020 13:00,FALSE,1,2,13,2
4540,0.7205,167.07,38.28,306.28,34.84,1816.9,393.44,18.08,16.85,75.41,46.49,64.52,42.31,189.55,68.17,1761.25,9/24/2020 14:00,FALSE,1,2,14,2
4541,0.7169,174.84,39.3,314.4,40.72,1819.91,438.69,18.36,16.81,75.18,46.15,65.17,41.86,223.69,68.02,1758.78,9/24/2020 15:00,FALSE,1,2,15,2
4542,0.746,180.98,38.42,307.32,37.25,1804.43,408.63,18.06,16.8,75.11,46.42,65.27,42.22,201.73,68.36,1760.09,9/24/2020 16:00,FALSE,0,2,16,2
4543,0.7624,181.47,38.24,305.9,40.03,1806.8,432.35,17.96,16.8,75.76,46.43,65.47,42.25,198.8,68.83,1757.25,9/24/2020 17:00,FALSE,1,2,17,2
4544,0.7398,173.45,37.49,299.95,38.78,1808.62,424.2,18.05,16.77,74.7,46.35,65.47,42.25,186.73,67.83,1756.84,9/24/2020 18:00,FALSE,0,2,18,2
4545,0.7558,171.51,36.83,294.64,38.3,1811.78,420.78,17.77,16.75,74.56,46.27,65.25,42.25,186.82,67.53,1757.42,9/24/2020 19:00,FALSE,0,2,19,2
4546,0.6756,158.96,38.38,307.04,37.96,1813.01,413.96,17.97,16.76,74.97,46.42,65.05,42.23,222.58,68.03,1757.17,9/24/2020 20:00,FALSE,1,2,20,2
4547,0.7683,154.94,33.55,268.38,33.67,1813.83,383.5,17.71,16.32,74.65,45.69,64.62,42.02,166.69,68.2,1757.62,9/24/2020 21:00,FALSE,3,7,21,2
4548,0.7446,156.13,34.9,279.18,35.68,1815.37,400.84,17.56,15.75,74.92,46,64.57,42.19,177.3,68.2,1757.48,9/24/2020 22:00,FALSE,3,7,22,2
4549,0.7676,157.8,34.05,272.39,31.68,1802.67,368.04,17.8,15.58,74.98,46,64.57,42.27,171.7,68.38,1755.51,9/24/2020 23:00,FALSE,0,,23,2
4550,0.7457,153.84,34.17,273.37,35.02,1811,389.94,17.76,15.48,74.61,46.02,64.57,42.28,169.7,68.09,1755.4,9/25/2020 0:00,FALSE,1,2,0,2
4551,0.7419,154.26,34.31,274.45,36.7,1807.34,360.05,17.48,15.44,74.71,45.97,64.52,42.22,180.43,67.97,1757.9,9/25/2020 1:00,FALSE,1,2,1,2
4552,0.763,154.52,34.22,273.73,31.18,1792.94,365.16,17.76,15.4,74.82,46.01,64.11,42.28,175.5,68.05,1757.47,9/25/2020 2:00,FALSE,1,2,2,2
4553,0.7504,153.59,33.9,271.24,34.99,1813.93,401.06,17.71,15.36,74.56,46,63.96,42.3,166.88,68.13,1756.89,9/25/2020 3:00,FALSE,1,2,3,2
4554,0.7558,157.67,34.69,277.49,32.43,1815.13,358.77,17.71,15.35,75.25,46.01,64.26,42.22,171.74,68.68,1757.01,9/25/2020 4:00,FALSE,1,2,4,2
4555,0.7652,159.2,34.62,276.97,32.26,1810.88,358.76,17.89,15.31,75.23,46.01,64.26,42.22,173.31,68.51,1756.48,9/25/2020 5:00,FALSE,0,2,5,2
4556,0.717,163.82,37.62,300.94,36.3,1803.33,398.13,17.9,15.73,74.86,46.51,64.26,42.4,177.5,67.91,1757.58,9/25/2020 6:00,FALSE,0,2,6,2
4557,0.7321,171.04,38.44,307.49,40.12,1810.94,433.77,17.98,16.43,75.48,46.39,64.64,42.19,185.77,68.36,1756.6,9/25/2020 7:00,FALSE,3,2,7,2
4558,0.7011,180.36,41.57,332.58,40.94,1812.93,447.55,18.06,16.65,75.51,46.5,65.77,41.96,263.24,68.03,1756.93,9/25/2020 8:00,FALSE,1,2,8,2
4559,0.6983,179.38,42.28,338.23,39.41,1813.03,430.89,18.08,16.74,74.5,46.78,67.98,42.17,207.92,66.97,1759.76,9/25/2020 9:00,FALSE,3,2,9,2
4560,0.6822,191.25,45.54,364.34,44.28,1832.73,474.67,18.39,16.78,75.17,47.16,69.4,42.2,198.22,67.33,1762.76,9/25/2020 10:00,FALSE,3,2,10,2
4561,0.7134,202.79,45.58,364.67,46.04,1814.89,487.4,18.84,16.74,76.22,47.16,71.27,42.2,209.01,68.08,1764.34,9/25/2020 11:00,FALSE,0,2,11,2
4562,0.7312,209.83,45.67,365.38,47.21,1818.04,499.01,18.69,16.68,76.74,47.18,72.08,42.2,212.77,68.55,1758.96,9/25/2020 12:00,FALSE,1,2,12,2
4563,0.7062,215.3,48.27,386.13,48.68,1811.38,503.95,18.41,16.62,77.24,47.45,72.74,42.2,218.97,68.83,1762.03,9/25/2020 13:00,FALSE,1,2,13,2
4564,0.7229,221.84,48.25,385.98,48.8,1818.86,508.31,18.71,16.59,77.81,47.45,75.01,42.2,225.05,69.3,1761.35,9/25/2020 14:00,FALSE,1,2,14,2
4565,0.7234,228.04,49.35,394.79,49.65,1810.09,514.61,18.73,16.53,78.31,47.58,75.88,42.2,232.77,69.73,1759.78,9/25/2020 15:00,FALSE,1,2,15,2
4566,0.7257,238.87,51.01,408.1,51.49,1813.32,528.99,18.71,16.49,79.04,47.75,73.61,42.2,244.07,70.25,1762,9/25/2020 16:00,FALSE,0,2,16,2
4567,0.7311,241.76,51.14,409.1,53.22,1804.7,543.39,18.26,16.44,79.14,47.7,73.06,42.14,245.73,70.33,1766.37,9/25/2020 17:00,FALSE,1,2,17,2
4568,0.7007,225.56,50.52,404.19,51.1,1805.35,525.22,18.35,16.41,78.34,47.45,72.31,41.94,236.99,69.83,1761.26,9/25/2020 18:00,FALSE,0,2,18,2
4569,0.7207,220.9,48.22,385.78,49.7,1823.84,517.86,17.9,16.48,78.02,47.45,71.21,42.19,223.47,69.73,1760.89,9/25/2020 19:00,FALSE,0,2,19,2
4570,0.7086,216.73,48.33,386.68,48.28,1811.18,501.27,17.59,16.48,77.77,47.45,70.03,42.19,220.24,69.45,1764.99,9/25/2020 20:00,FALSE,1,2,20,2
4571,0.678,185.76,44.86,358.91,47,1809.61,490.76,17.14,16.1,76.5,47.2,68.85,42.32,204.42,68.81,1762.82,9/25/2020 21:00,FALSE,3,7,21,2
4572,0.6821,183.98,44.3,354.38,43.74,1802.96,457.58,17.24,15.43,76.21,47.2,68.25,42.37,200.09,68.39,1759.46,9/25/2020 22:00,FALSE,3,7,22,2
4573,0.6906,182.41,43.41,347.28,45.77,1810.59,479.99,17.27,15.23,75.89,46.95,67.79,42.22,195.1,68.19,1761.03,9/25/2020 23:00,FALSE,0,,23,2
4574,0.6771,172.53,42.44,339.53,41.88,1808.44,449.52,16.65,15.18,75.09,46.85,66.69,42.22,179.77,67.64,1758.81,9/26/2020 0:00,FALSE,1,2,0,2
4575,0.6699,170.25,42.45,339.6,42.07,1813.37,448.18,16.91,15.18,74.87,46.85,66.55,42.22,178.11,67.37,1759.19,9/26/2020 1:00,FALSE,1,2,1,2
4576,0.6625,167.82,42.49,339.94,42.53,1807.74,446.26,17.07,15.18,74.65,46.85,66.6,42.22,171.67,67.27,1760.95,9/26/2020 2:00,FALSE,1,2,2,2
4577,0.6733,164.84,41.32,330.53,42.13,1816.69,445.75,17.06,15.18,74.45,46.73,66.37,42.22,168.45,67.07,1759.34,9/26/2020 3:00,FALSE,1,2,3,2
4578,0.6887,161.68,39.77,318.13,41.83,1813.08,447.8,17.28,15.18,74.05,46.56,65.96,42.22,166.6,66.85,1761.22,9/26/2020 4:00,FALSE,1,2,4,2
4579,0.6789,158.58,39.75,317.96,40.27,1811.52,436.87,17.2,15.23,73.75,46.56,65.61,42.22,161.06,66.57,1760.32,9/26/2020 5:00,FALSE,0,2,5,2
