,ESB Chiller Plant plantEfficiency,ESB_Chillers Demand,ESB_Chillers percentRefrigerationLoad,ESB_Chillers tonnage,Active_Chiller_Load_Percent Value,Primary_CHW_Flow Value,Building_Load Value,ESB_Chillers chillerEvapDifferentialPress,ESB_Chillers chillerCondDifferentialPress,ESB_Chillers chillerCondLeavingWaterTemp,ESB_Chillers chillerEvapEnteringWaterTemp,ESB_Chillers outdoorAirTemp,ESB_Chillers chillerEvapLeavingWaterTemp,ESB_Chillers chillerTotalKw,ESB_Chillers chillerCondEnteringWaterTemp,ESB_Chillers chillerEvapWaterFlow,time,anomaly,kmeans_labels,path_index,hour,pattern
3767,0.5723,197.35,55.29,442.32,59.58,1835.28,596.3,5.2304,4.7902,82.9,48.55,76.06,42.42,216.87,78.02,1733.64,8/23/2020 9:00,FALSE,1,6,9,1
3768,0.5915,184.43,50.73,405.81,50.97,1825.85,521.88,5.2443,4.8051,82.52,48.04,78.86,42.42,189.48,78.24,1732.05,8/23/2020 10:00,FALSE,2,6,10,1
3769,0.5996,187.81,50.76,406.08,52.87,1824.95,532.46,5.2271,4.7918,82.77,48.04,81.16,42.42,198.22,78.4,1733.24,8/23/2020 11:00,FALSE,2,6,11,1
3770,0.6139,193.03,50.67,405.32,52.27,1810.17,529.02,5.2518,4.7787,83.56,48.04,83.75,42.42,199.5,79.12,1730,8/23/2020 12:00,FALSE,2,6,12,1
3771,0.6184,195.08,50.66,405.29,53.11,1822.83,542.67,5.2347,4.7812,83.67,48.04,87.53,42.42,202.77,79.05,1729.86,8/23/2020 13:00,FALSE,2,6,13,1
3772,0.6096,191.44,50.69,405.52,52.83,1816.79,534.91,5.2398,4.7978,83.16,48.04,88.9,42.42,198.16,78.72,1730.82,8/23/2020 14:00,FALSE,2,6,14,1
3773,0.6107,203.58,53.08,424.61,54.53,1844.02,560.47,5.2393,4.7639,84.43,48.32,90.51,42.42,209.9,79.69,1728.37,8/23/2020 15:00,FALSE,2,6,15,1
3774,0.5903,196.54,53.41,427.3,53.87,1822.62,543.71,5.2376,4.7913,83.68,48.34,89.35,42.42,201.34,79.09,1731.99,8/23/2020 16:00,FALSE,2,6,16,1
3775,0.6032,201.65,53.33,426.61,53.8,1820.07,547.6,5.2389,4.7811,84.14,48.34,89.13,42.42,212.2,79.25,1729.18,8/23/2020 17:00,FALSE,2,6,17,1
3776,0.6079,190.7,50.75,406.03,55.23,1829.51,554.68,5.2438,4.7968,83.48,48.04,88.55,42.42,208.31,79.3,1733.16,8/23/2020 18:00,FALSE,2,6,18,1
3777,0.6219,194.32,50.28,402.2,49.57,1843.5,515.6,5.2407,4.7886,83.28,47.6,85.2,42.02,215.31,79.17,1731.75,8/23/2020 19:00,FALSE,2,6,19,1
3778,0.6101,192.71,50.96,407.67,49.45,1836.37,511.78,5.2453,4.7939,82.91,47.74,83.5,42.09,195.3,78.9,1731.52,8/23/2020 20:00,FALSE,2,6,20,1
3779,0.6192,184.15,48.45,387.6,48.45,1827.7,500.62,5.251,4.6465,82.72,47.47,81.79,42.09,190.49,78.85,1730.35,8/23/2020 21:00,FALSE,2,6,21,1
3780,0.608,175.18,47.53,380.21,45.78,1836.28,476.31,5.2334,4.7444,81.75,47.37,79.81,42.09,179.97,77.95,1729.44,8/23/2020 22:00,FALSE,1,6,22,1
3781,0.6402,173.88,44.88,359.05,44.98,1797.52,462.41,5.2226,4.7824,81.82,47.17,78.53,42.19,181.07,77.95,1730.98,8/23/2020 23:00,FALSE,2,6,23,1
3782,0.648,180.79,45.58,364.64,47.1,1828.72,487.86,5.2268,4.769,82.7,47.45,77.35,42.39,185.72,78.8,1731.07,8/24/2020 0:00,FALSE,3,4,0,1
3783,0.654,172.19,43.59,348.72,45.54,1819.09,478.74,5.2242,4.7954,81.72,47.22,76.19,42.39,177.58,77.9,1732.05,8/24/2020 1:00,FALSE,3,4,1,1
3784,0.6429,186.27,47.55,380.43,44.53,1822.32,468.6,5.1957,4.785,82.81,47.65,75.21,42.39,225.34,78.36,1732.94,8/24/2020 2:00,FALSE,3,4,2,1
3785,0.5761,204.37,56.47,451.77,55.84,1823.9,567.39,5.2333,4.7736,83.58,48.47,74.14,42.2,227.25,78.38,1729.54,8/24/2020 3:00,FALSE,3,4,3,1
3786,0.5734,200.49,55.91,447.25,50.43,1808.77,515.03,5.1999,4.7714,83.5,48.44,72.98,42.23,223.38,78.38,1728.89,8/24/2020 4:00,FALSE,3,4,4,1
3787,0.5652,196.74,55.82,446.58,55.12,1802.48,551.35,5.2191,4.7839,82.93,48.37,72.61,42.18,199.48,77.75,1732.23,8/24/2020 5:00,FALSE,2,4,5,1
3788,0.5606,219.93,61.44,491.55,55.94,1818.73,563.63,5.2168,5.0135,84,49.22,72.54,42.41,231.78,78.29,1730.61,8/24/2020 6:00,FALSE,3,6,6,1
3789,0.5725,225.37,61.37,490.95,62.77,1813.31,621.54,5.2147,4.8548,84.64,49.4,73.77,42.59,239.46,78.77,1728.48,8/24/2020 7:00,FALSE,1,6,7,1
3790,0.506,194.24,57.73,461.84,64.46,1818.41,636.02,5.2417,4.7865,84.68,48.75,76.51,42.35,240.92,79.58,1731.53,8/24/2020 8:00,FALSE,3,6,8,1
