,ESB Chiller Plant plantEfficiency,ESB_Chillers Demand,ESB_Chillers percentRefrigerationLoad,ESB_Chillers tonnage,Active_Chiller_Load_Percent Value,Primary_CHW_Flow Value,Building_Load Value,ESB_Chillers chillerEvapDifferentialPress,ESB_Chillers chillerCondDifferentialPress,ESB_Chillers chillerCondLeavingWaterTemp,ESB_Chillers chillerEvapEnteringWaterTemp,ESB_Chillers outdoorAirTemp,ESB_Chillers chillerEvapLeavingWaterTemp,ESB_Chillers chillerTotalKw,ESB_Chillers chillerCondEnteringWaterTemp,ESB_Chillers chillerEvapWaterFlow,time,anomaly,kmeans_labels,path_index,hour,pattern
12445,0.6908,197.33,45.97,367.78,46.11,1817.25,486.95,5.0507,10.86,83.59,47.14,76.69,42.13,204.1,76.05,1761.91,8/20/2021 0:00,FALSE,1,2,0,2_8_10_14
12446,0.6764,192.11,45.98,367.87,46,1804.59,486.3,5.0589,10.37,82.99,47.14,76.04,42.13,196.8,75.42,1762.32,8/20/2021 1:00,FALSE,0,2,1,2_8_10_14
12447,0.6647,187.26,45.89,367.15,43.6,1820.39,468.2,5.0593,10.13,82.49,47.14,75.52,42.13,190.1,75.02,1758.88,8/20/2021 2:00,FALSE,5,8,2,2_8_10_14
12448,0.6483,180.86,45.84,366.76,43.88,1820.37,472.06,5.0545,9.9661,81.94,47.14,75.22,42.13,187.5,74.48,1757,8/20/2021 3:00,FALSE,0,8,3,2_8_10_14
12449,0.651,181.27,45.73,365.84,44.58,1820.24,470.92,5.0547,9.963,81.77,47.11,74.91,42.13,187.6,74.33,1761.35,8/20/2021 4:00,FALSE,3,10,4,2_8_10_14
12450,0.6673,180.71,44.51,356.05,43.23,1818.91,465.87,5.0481,9.9996,81.76,46.99,74.73,42.13,191.6,74.33,1757.53,8/20/2021 5:00,FALSE,1,10,5,2_8_10_14
12451,0.6353,237.17,57.89,463.15,45.59,1818.18,483.08,5.0317,9.8046,84.39,48.42,74.52,42.13,252.6,75.3,1766.65,8/20/2021 6:00,FALSE,4,10,6,2_8_10_14
12452,0.6349,233.32,57.1,456.83,58.82,1818.31,590.1,5.0331,11.16,84.25,48.34,74.52,42.13,237.4,75.23,1764.24,8/20/2021 7:00,FALSE,3,10,7,2_8_10_14
12453,0.6335,236.79,57.95,463.57,57.24,1814.11,579.34,5.0307,12.37,84.67,48.44,75.51,42.13,243,75.6,1762.11,8/20/2021 8:00,FALSE,3,10,8,2_8_10_14
12454,0.6482,203.67,50.27,402.13,49.96,1819.92,521.51,5.0304,12.93,83.83,47.6,77.95,42.13,209.1,75.85,1763.03,8/20/2021 9:00,FALSE,1,10,9,2_8_10_14
12455,0.6739,209.95,49.5,396.01,50.95,1811.92,528.13,5.0388,13.21,84.48,47.53,80.1,42.13,215.1,76.33,1760.08,8/20/2021 10:00,FALSE,2,10,10,2_8_10_14
12456,0.6763,221.39,51.43,411.44,53.45,1826.62,549.63,5.0387,13.32,85.16,47.73,81.75,42.13,233.8,76.8,1763.07,8/20/2021 11:00,FALSE,2,10,11,2_8_10_14
12457,0.6944,228.64,51.34,410.7,51.28,1817.58,532.5,5.0391,13.4,86.01,47.73,85.8,42.13,238,77.47,1759.91,8/20/2021 12:00,FALSE,3,10,12,2_8_10_14
12458,0.7094,236.3,51.63,413.03,51.93,1824.56,540.55,5.0391,13.36,86.56,47.75,88.68,42.13,251.7,77.92,1762.04,8/20/2021 13:00,FALSE,1,10,13,2_8_10_14
12459,0.6737,235.43,54.2,433.61,53.16,1819.69,547.71,5.0389,13.31,86.81,48.03,85.47,42.13,248.9,78.2,1763.74,8/20/2021 14:00,FALSE,2,14,14,2_8_10_14
12460,0.7025,248.92,54.36,434.87,53.13,1819.9,550.12,5.0293,13.3,87.38,48.05,79.04,42.13,266.8,78.73,1761.42,8/20/2021 15:00,FALSE,2,14,15,2_8_10_14
12461,0.6868,242.7,54.47,435.72,56.41,1829.11,577.86,5.0293,13.17,86.91,47.83,79.1,41.9,260.9,78.34,1764.54,8/20/2021 16:00,FALSE,2,14,16,2_8_10_14
12462,0.7223,253.3,53.65,429.19,52.55,1826.07,555.93,5.0411,13.19,87.7,47.98,82.78,42.13,263.2,78.94,1761.42,8/20/2021 17:00,FALSE,2,14,17,2_8_10_14
12463,0.7043,235.73,51.87,414.98,56.88,1817.68,583.96,5.0421,13.04,86.52,47.78,84.06,42.13,269.7,78.06,1762.98,8/20/2021 18:00,FALSE,2,14,18,2_8_10_14
12464,0.6801,222.98,51.36,410.89,50.43,1810.24,526.35,5.0375,12.96,85.73,47.73,81.96,42.13,233,77.51,1761.12,8/20/2021 19:00,FALSE,2,14,19,2_8_10_14
12465,0.6771,226.24,52.26,418.09,50.16,1826.68,522.11,5.0351,13.05,85.7,47.73,81.21,42.03,241,77.46,1760.63,8/20/2021 20:00,FALSE,2,14,20,2_8_10_14
12466,0.7179,216.03,47.52,380.19,49.2,1810,509.83,5.0485,13.69,85.45,47.31,79.76,42.13,230.2,77.46,1763.38,8/20/2021 21:00,FALSE,3,14,21,2_8_10_14
12467,0.6973,213.09,48.37,386.92,47.42,1813.1,502.64,5.0569,12.79,85.15,47.41,78.62,42.13,220.4,77.11,1759.91,8/20/2021 22:00,FALSE,2,14,22,2_8_10_14
12468,0.6897,207.4,47.88,383.06,46.68,1827.01,495.04,5.0556,11.56,84.67,47.36,77.85,42.13,215.2,76.94,1758.9,8/20/2021 23:00,FALSE,0,14,23,2_8_10_14
12469,0.7143,209.18,46.54,372.28,48.36,1814.27,511.27,5.0527,10.8,84.57,47.21,77,42.13,218.3,76.74,1759.79,8/21/2021 0:00,FALSE,1,2,0,2_8_10_14
12470,0.6873,206.57,47.9,383.2,48.05,1814.32,502.58,5.0477,10.35,84.67,47.36,76.72,42.13,212.8,76.74,1759.52,8/21/2021 1:00,FALSE,0,2,1,2_8_10_14
12471,0.6777,203.58,48.04,384.34,45.74,1819.88,487.58,5.0545,9.9982,84.37,47.36,76.7,42.13,217.9,76.54,1764.61,8/21/2021 2:00,FALSE,5,8,2,2_8_10_14
12472,0.6858,196.98,46.27,370.17,45.36,1824.3,479.91,5.0509,9.7674,83.75,47.18,76.87,42.13,209.5,76.14,1757.91,8/21/2021 3:00,FALSE,0,8,3,2_8_10_14
12473,0.6812,200.36,47.22,377.74,47.33,1820.62,499.05,5.0521,9.6919,84.07,47.28,76.72,42.13,213.8,76.29,1759.73,8/21/2021 4:00,FALSE,3,10,4,2_8_10_14
12474,0.673,202.2,48.1,384.84,46.05,1812.37,486.84,5.0514,9.6001,84.25,47.38,75.77,42.13,210.8,76.39,1758.75,8/21/2021 5:00,FALSE,1,10,5,2_8_10_14
12475,0.6682,227.35,53.21,425.69,50.54,1823.83,528.91,5.0404,9.4193,85.34,47.93,74.6,42.13,239.9,76.81,1761.88,8/21/2021 6:00,FALSE,4,10,6,2_8_10_14
12476,0.6759,214.78,50.24,401.9,53.29,1815.44,544.6,5.0391,10.95,84.89,47.6,74.58,42.13,223.1,76.66,1762.74,8/21/2021 7:00,FALSE,3,10,7,2_8_10_14
12477,0.6661,209.42,50,400.01,50.82,1818.24,530.42,5.038,12.12,84.62,47.58,74.81,42.13,215.2,76.49,1763.13,8/21/2021 8:00,FALSE,3,10,8,2_8_10_14
12478,0.6783,208.55,48.92,391.33,51.07,1815.71,529.4,5.0221,12.66,84.31,47.45,74.86,42.13,216.3,76.34,1765.15,8/21/2021 9:00,FALSE,1,10,9,2_8_10_14
12479,0.6812,217.57,50.37,402.96,49.22,1806.76,514.08,5.0393,13.01,85.01,47.63,75.47,42.13,234.4,76.84,1759.77,8/21/2021 10:00,FALSE,2,10,10,2_8_10_14
12480,0.6691,208,49.47,395.8,51.18,1802.42,530.02,5.0367,13.12,84.52,47.53,75.6,42.13,222.8,76.44,1760.18,8/21/2021 11:00,FALSE,2,10,11,2_8_10_14
12481,0.6862,210,48.59,388.75,48.86,1815.3,513.34,5.0471,13.19,84.38,47.43,76.18,42.13,218.3,76.26,1761.17,8/21/2021 12:00,FALSE,3,10,12,2_8_10_14
12482,0.6814,208.47,48.64,389.09,50.02,1812.7,520.27,5.0355,13.24,84.47,47.43,80.51,42.13,220.1,76.49,1762.71,8/21/2021 13:00,FALSE,1,10,13,2_8_10_14
12483,0.6816,222.12,51.11,408.88,50.11,1820.6,525.26,5.0299,13.33,85.41,47.7,84.86,42.13,229.5,77.12,1760.92,8/21/2021 14:00,FALSE,2,14,14,2_8_10_14
12484,0.6505,210.78,51.4,411.19,50.02,1814.54,520.03,5.0358,13.22,84.48,47.73,82.39,42.13,218.1,76.37,1762.98,8/21/2021 15:00,FALSE,2,14,15,2_8_10_14
12485,0.6591,214.53,51.37,410.99,50.66,1826.59,530.56,5.0386,13.25,84.81,47.73,80.61,42.13,221.7,76.64,1762.11,8/21/2021 16:00,FALSE,2,14,16,2_8_10_14
12486,0.6915,214.44,49.03,392.23,52.01,1828.07,544.27,5.0291,13.27,84.91,47.48,80.02,42.13,229.4,76.74,1759.99,8/21/2021 17:00,FALSE,2,14,17,2_8_10_14
12487,0.675,214.53,50.26,402.07,49.96,1810.95,518.11,5.0238,13.3,85.13,47.61,78.23,42.13,222.1,77.04,1762.32,8/21/2021 18:00,FALSE,2,14,18,2_8_10_14
12488,0.6996,215.75,48.67,389.36,48.44,1818.58,516.6,5.0229,13.25,85.04,47.43,76.05,42.13,230.9,77.07,1762.83,8/21/2021 19:00,FALSE,2,14,19,2_8_10_14
12489,0.6952,213.9,48.67,389.37,50.15,1813.85,518.58,5.0413,13.24,85.07,47.43,75.5,42.13,221.6,77.09,1762.88,8/21/2021 20:00,FALSE,2,14,20,2_8_10_14
12490,0.7133,206.43,46.11,368.92,46.49,1821.94,489.25,5.0504,13.74,84.65,47.16,75.47,42.13,216,76.79,1761.17,8/21/2021 21:00,FALSE,3,14,21,2_8_10_14
12491,0.7002,208.36,47.39,379.13,49.56,1810.83,517.84,5.0473,13.04,84.87,47.3,75.7,42.13,216.5,77.04,1758.62,8/21/2021 22:00,FALSE,2,14,22,2_8_10_14
12492,0.6768,206.31,48.57,388.53,48.3,1814.2,511.1,5.037,11.92,84.72,47.43,75.47,42.13,216.1,76.92,1760.26,8/21/2021 23:00,FALSE,0,14,23,2_8_10_14
12493,0.6867,195.11,45.81,366.45,49.3,1811.39,512.6,5.0565,11.06,83.49,47.13,74.8,42.13,202,75.89,1759.35,8/22/2021 0:00,FALSE,1,2,0,2_8_10_14
12494,0.6874,195.38,45.84,366.73,45.63,1829.63,483.8,5.0455,10.62,83.29,47.13,74.54,42.13,203.2,75.54,1760.67,8/22/2021 1:00,FALSE,0,2,1,2_8_10_14
12495,0.6402,218.79,54.03,432.26,45.05,1831.85,482,5.0602,10.38,84.01,47.82,74.31,41.93,249.3,75.62,1761.85,8/22/2021 2:00,FALSE,5,8,2,2_8_10_14
12496,0.613,260.88,64.77,518.17,62.52,1815.92,624.1,5.0483,10.26,85.91,48.88,73.95,41.83,265.9,76.29,1764.08,8/22/2021 3:00,FALSE,0,8,3,2_8_10_14
12497,0.6191,267.69,65.49,523.89,65.49,1817.25,644.46,5.0488,10.1,86.39,48.96,73.78,41.83,271.7,76.63,1764.82,8/22/2021 4:00,FALSE,3,10,4,2_8_10_14
12498,0.6132,265.08,65.58,524.61,64.99,1824.44,648.03,5.0566,9.8971,86.39,48.96,73.6,41.83,269.9,76.7,1767.24,8/22/2021 5:00,FALSE,1,10,5,2_8_10_14
12499,0.6328,306.25,71.66,573.31,66.21,1814.07,656.69,5.0331,9.3883,88,49.82,73.73,42.02,314.4,77.26,1763.69,8/22/2021 6:00,FALSE,4,10,6,2_8_10_14
12500,0.6305,301.21,70.98,567.85,69.43,1807.59,678.38,5.0281,10.77,87.7,49.72,74.33,42,318.9,77.17,1766.05,8/22/2021 7:00,FALSE,3,10,7,2_8_10_14
12501,0.6464,287.21,66.56,532.49,71.81,1807.05,693.44,5.0317,11.97,86.67,49.37,75,42.13,297.7,76.63,1765.27,8/22/2021 8:00,FALSE,3,10,8,2_8_10_14
12502,0.6416,293.66,68.34,546.69,67.29,1830.57,675.35,5.0271,12.61,87.05,49.49,76.18,42.05,303.8,76.78,1762.61,8/22/2021 9:00,FALSE,1,10,9,2_8_10_14
12503,0.6341,225.59,55.82,446.53,70.23,1820.2,683.66,5.0397,12.83,85.09,48.17,78.2,42.1,287.9,76.44,1764.2,8/22/2021 10:00,FALSE,2,10,10,2_8_10_14
12504,0.6718,216.2,50.81,406.46,50.98,1812.91,529.1,5.0332,13.11,85.11,47.69,80.83,42.15,227.6,76.81,1758.56,8/22/2021 11:00,FALSE,2,10,11,2_8_10_14
12505,0.6844,224.33,51.3,410.39,52.45,1815.62,538.16,5.0204,13.28,85.65,47.75,83.28,42.15,235.8,77.33,1759.12,8/22/2021 12:00,FALSE,3,10,12,2_8_10_14
12506,0.7029,233.73,51.65,413.16,54.34,1814.56,559.88,5.0306,13.34,86.28,47.75,86.2,42.12,246.9,77.87,1763.19,8/22/2021 13:00,FALSE,1,10,13,2_8_10_14
12507,0.7106,248.57,53.68,429.45,50.99,1811.69,528.54,5.0318,13.41,87.28,48,89.48,42.15,260.2,78.56,1762.3,8/22/2021 14:00,FALSE,2,14,14,2_8_10_14
12508,0.6934,243.61,54.14,433.08,53.96,1824.45,565.41,5.0316,13.27,87.1,48.05,90.55,42.15,252.2,78.43,1761.95,8/22/2021 15:00,FALSE,2,14,15,2_8_10_14
12509,0.6866,249.55,55.76,446.09,55.72,1820.46,565.73,5.0317,13.15,87.14,48.05,90.66,41.98,255.1,78.41,1762.84,8/22/2021 16:00,FALSE,2,14,16,2_8_10_14
12510,0.6632,245.36,56.92,455.33,56.15,1811.83,570.23,5.0301,13.17,87.09,48.05,89.79,41.85,256,78.33,1763.25,8/22/2021 17:00,FALSE,2,14,17,2_8_10_14
12511,0.6923,233.21,52.4,419.23,55.49,1819.24,570.42,5.0299,13.07,86.46,47.8,88.48,42.1,239.5,78.03,1766.06,8/22/2021 18:00,FALSE,2,14,18,2_8_10_14
12512,0.7089,234.5,51.33,410.68,50.12,1813.51,519.57,5.0354,13.11,86.57,47.75,85.6,42.15,242.2,78.26,1760.94,8/22/2021 19:00,FALSE,2,14,19,2_8_10_14
12513,0.7018,232.2,51.44,411.55,54.38,1816.42,560.05,5.034,13.08,86.54,47.75,84.1,42.15,243.4,78.26,1764.68,8/22/2021 20:00,FALSE,2,14,20,2_8_10_14
12514,0.7198,223.45,48.62,388.94,48.24,1816.08,510.22,5.0448,13.74,86.14,47.45,82.89,42.15,228.8,77.96,1761.79,8/22/2021 21:00,FALSE,3,14,21,2_8_10_14
12515,0.7072,218.25,48.58,388.64,47.02,1827.53,499.21,5.0461,12.85,85.86,47.45,81.73,42.15,231.6,77.96,1760.44,8/22/2021 22:00,FALSE,2,14,22,2_8_10_14
12516,0.7061,218.14,48.65,389.21,51.65,1815.91,531.13,5.0539,11.53,85.77,47.45,80.55,42.15,228.6,77.83,1763.02,8/22/2021 23:00,FALSE,0,14,23,2_8_10_14
12517,0.6868,210.36,48.58,388.64,48.49,1804.03,505.14,5.046,10.65,85.06,47.45,79.5,42.15,216.3,77.28,1760.44,8/23/2021 0:00,FALSE,1,2,0,2_8_10_14
12518,0.6924,207.32,47.67,381.36,46.55,1825.7,492.33,5.0499,10.12,84.66,47.34,78.56,42.15,215.8,76.9,1761.37,8/23/2021 1:00,FALSE,0,2,1,2_8_10_14
12519,0.7126,204.33,45.76,366.09,49.05,1828.82,516.39,5.0565,9.8268,84.21,47.14,77.71,42.15,219.2,76.58,1759.96,8/23/2021 2:00,FALSE,5,8,2,2_8_10_14
12520,0.693,196.92,45.74,365.92,44.35,1810.97,472.1,5.0461,9.6564,83.76,47.14,77.03,42.15,200.2,76.18,1759.15,8/23/2021 3:00,FALSE,0,8,3,2_8_10_14
12521,0.6893,195.45,45.72,365.77,45.62,1828.06,484.59,5.058,9.5532,83.47,47.14,76.14,42.15,204.7,75.85,1758.44,8/23/2021 4:00,FALSE,3,10,4,2_8_10_14
12522,0.674,190.3,45.78,366.24,43.74,1816.6,473.37,5.0511,9.5032,83.01,47.14,75.28,42.15,200.5,75.43,1760.71,8/23/2021 5:00,FALSE,1,10,5,2_8_10_14
12523,0.6673,213.48,50.64,405.12,49.07,1813.94,510.09,5.0393,9.2767,84.04,47.67,74.88,42.15,220.8,75.68,1761.93,8/23/2021 6:00,FALSE,4,10,6,2_8_10_14
12524,0.6428,207.51,51.36,410.85,53.64,1832.54,551.83,5.0225,10.8,84.17,47.74,75.3,42.15,221.9,76.08,1762.84,8/23/2021 7:00,FALSE,3,10,7,2_8_10_14
12525,0.6736,220.15,51.36,410.91,50.82,1811.75,527.31,5.034,12.23,85.17,47.74,78.13,42.15,232.6,76.96,1763.11,8/23/2021 8:00,FALSE,3,10,8,2_8_10_14
12526,0.6905,216.66,49.49,395.91,49.5,1804.73,511.72,5.031,12.79,85.06,47.54,81.96,42.15,228.3,76.83,1761.5,8/23/2021 9:00,FALSE,1,10,9,2_8_10_14
12527,0.6881,226.4,51.41,411.28,50.08,1824.5,526.41,5.0288,13.11,85.64,47.74,85.71,42.15,237.1,77.24,1764.32,8/23/2021 10:00,FALSE,2,10,10,2_8_10_14
12528,0.6503,210.13,51.29,410.32,53.09,1817.23,545.58,5.0295,13.08,84.34,47.74,89.48,42.15,229.8,76.15,1760.22,8/23/2021 11:00,FALSE,2,10,11,2_8_10_14
12529,0.639,205.88,51.34,410.73,51.25,1831.52,536.78,5.0379,13.16,83.77,47.74,92.52,42.15,211.5,75.62,1761.95,8/23/2021 12:00,FALSE,3,10,12,2_8_10_14
12530,0.6644,216.21,51.32,410.54,52.25,1814.31,539.1,5.0329,13.37,84.57,47.74,93.3,42.15,225.6,76.19,1761.14,8/23/2021 13:00,FALSE,1,10,13,2_8_10_14
12531,0.6715,219.63,51.41,411.32,52.54,1829.95,544.91,5.0344,13.42,85.03,47.74,93.39,42.15,226.1,76.56,1764.48,8/23/2021 14:00,FALSE,2,14,14,2_8_10_14
12532,0.6819,231.13,52.75,422,55.62,1826.16,568.33,5.0223,13.44,85.62,47.89,94.56,42.15,238,76.99,1763.46,8/23/2021 15:00,FALSE,2,14,15,2_8_10_14
12533,0.671,233.98,54.13,433.02,56.37,1821.52,577.71,5.0391,13.43,86.11,48.04,94.03,42.15,239.6,77.43,1763.9,8/23/2021 16:00,FALSE,2,14,16,2_8_10_14
12534,0.6721,234.13,54.07,432.56,52.82,1825.83,546.4,5.0367,13.32,86.06,48.04,93.3,42.15,242.6,77.33,1762.02,8/23/2021 17:00,FALSE,2,14,17,2_8_10_14
12535,0.6859,227.43,51.79,414.33,56.51,1824.07,581.44,5.0394,13.32,85.79,47.79,91.54,42.15,239.5,77.33,1762.88,8/23/2021 18:00,FALSE,2,14,18,2_8_10_14
12536,0.6874,225.31,51.28,410.23,50.79,1816.53,532.12,5.0305,13.25,85.82,47.74,88.45,42.15,238.1,77.51,1761.07,8/23/2021 19:00,FALSE,2,14,19,2_8_10_14
12537,0.6836,223.37,51.23,409.8,51.43,1812.58,537.65,5.0364,13.21,85.44,47.74,86.65,42.15,231.2,77.03,1759.25,8/23/2021 20:00,FALSE,2,14,20,2_8_10_14
12538,0.6913,211.48,48.48,387.84,46.74,1815.35,494.57,5.0447,13.89,84.89,47.44,84.64,42.15,222.1,77.06,1758.77,8/23/2021 21:00,FALSE,3,14,21,2_8_10_14
12539,0.693,207.33,47.64,381.12,48.73,1820.73,510.26,5.0502,13.05,84.41,47.34,83.06,42.15,216.3,76.63,1761.58,8/23/2021 22:00,FALSE,2,14,22,2_8_10_14
12540,0.674,202.35,48.06,384.51,51.14,1827.95,532.35,5.0584,11.71,84.25,47.39,82.37,42.15,217.5,76.26,1761.3,8/23/2021 23:00,FALSE,0,14,23,2_8_10_14
12541,0.691,206.21,47.61,380.87,45.42,1823.42,487.91,5.0543,10.94,84.38,47.34,81.03,42.15,212.9,76.58,1761.01,8/24/2021 0:00,FALSE,1,2,0,2_8_10_14
12542,0.6718,201.43,48.05,384.36,49.52,1815.73,518.46,5.0482,10.31,83.75,47.39,79.43,42.15,215.2,75.95,1760.43,8/24/2021 1:00,FALSE,0,2,1,2_8_10_14
12543,0.6984,198.77,45.71,365.68,45.15,1802.51,472.18,5.052,9.979,83.63,47.14,78.45,42.15,213,75.83,1759.84,8/24/2021 2:00,FALSE,5,8,2,2_8_10_14
12544,0.6968,197.68,45.64,365.11,45.55,1823.92,485.66,5.0465,9.8276,83.55,47.14,77.41,42.15,210.2,75.8,1757.1,8/24/2021 3:00,FALSE,0,8,3,2_8_10_14
12545,0.6813,192.88,45.78,366.27,44.9,1826.17,475.83,5.0532,9.5498,82.99,47.14,76.48,42.15,200.1,75.36,1762.69,8/24/2021 4:00,FALSE,3,10,4,2_8_10_14
12546,0.664,186.28,45.74,365.9,44.42,1813.41,473.8,5.0386,9.7457,82.49,47.14,75.89,42.15,192.1,74.91,1760.92,8/24/2021 5:00,FALSE,1,10,5,2_8_10_14
12547,0.6666,212.52,50.55,404.41,49,1817.25,510.62,5.0269,9.62,83.95,47.66,75.4,42.15,224.2,75.66,1762.04,8/24/2021 6:00,FALSE,4,10,6,2_8_10_14
12548,0.6623,214.33,51.16,409.24,51.76,1815.39,536.57,5.0321,11.05,84.67,47.73,75.97,42.15,220.5,76.3,1759.24,8/24/2021 7:00,FALSE,3,10,7,2_8_10_14
12549,0.7113,234.66,51.17,409.34,54.49,1825.14,561.79,5.0264,12.47,86.22,47.73,78.72,42.15,242.8,77.73,1759.63,8/24/2021 8:00,FALSE,3,10,8,2_8_10_14
12550,0.6919,240.81,53.75,429.97,53.42,1812.83,548.05,5.0329,12.92,87.03,47.88,82.68,42.02,254.5,78.41,1761.96,8/24/2021 9:00,FALSE,1,10,9,2_8_10_14
12551,0.6684,236.88,54.94,439.52,56.08,1822.71,574.99,5.0326,12.99,86.64,47.95,87.01,41.97,252.3,78.07,1762.29,8/24/2021 10:00,FALSE,2,10,10,2_8_10_14
12552,0.6776,221.71,51.34,410.72,53.23,1818.54,554.32,5.0378,12.94,85.15,47.72,90.51,42.12,238.3,76.73,1758.56,8/24/2021 11:00,FALSE,2,10,11,2_8_10_14
12553,0.6568,213.76,51.47,411.74,50.67,1814.9,529.02,5.0328,13.03,84.37,47.75,93.04,42.14,224.6,76.07,1762.96,8/24/2021 12:00,FALSE,3,10,12,2_8_10_14
12554,0.6649,215.67,51.18,409.47,52.84,1827.27,548.15,5.0398,13.22,84.56,47.72,94.69,42.14,224.2,76.15,1760.8,8/24/2021 13:00,FALSE,1,10,13,2_8_10_14
12555,0.6603,214.27,51.29,410.31,51.73,1810.33,531.84,5.0274,13.32,84.71,47.72,95.79,42.14,219.4,76.35,1764.39,8/24/2021 14:00,FALSE,2,14,14,2_8_10_14
12556,0.6634,216.21,51.42,411.35,53.18,1816.55,552.2,5.0204,13.34,84.74,47.75,96.96,42.14,223.1,76.46,1761.29,8/24/2021 15:00,FALSE,2,14,15,2_8_10_14
12557,0.6625,224.83,53.1,424.82,52.92,1831.18,554.72,5.035,13.4,85.22,47.92,97.07,42.14,232,76.76,1764.34,8/24/2021 16:00,FALSE,2,14,16,2_8_10_14
12558,0.6558,225.38,53.77,430.16,52.26,1815.38,545.43,5.0398,13.44,85.39,48,95.13,42.14,234.4,76.85,1763.17,8/24/2021 17:00,FALSE,2,14,17,2_8_10_14
12559,0.6583,212.94,51.23,409.85,56.04,1819.23,570.89,5.0277,13.38,84.68,47.72,93.56,42.14,234.5,76.43,1763.43,8/24/2021 18:00,FALSE,2,14,18,2_8_10_14
12560,0.6987,217.73,49.12,392.94,50.65,1821.53,528.63,5.0356,13.36,84.85,47.49,90.13,42.14,227.4,76.78,1762.26,8/24/2021 19:00,FALSE,2,14,19,2_8_10_14
12561,0.6914,226.07,51.13,409,51.13,1824.62,534.44,5.0338,13.42,86.11,47.72,87.73,42.14,236.8,77.6,1760.49,8/24/2021 20:00,FALSE,2,14,20,2_8_10_14
12562,0.7189,224.61,48.9,391.17,46.66,1810.52,492.42,5.0368,14.22,86.3,47.47,85.33,42.14,240.4,78.25,1763.71,8/24/2021 21:00,FALSE,3,14,21,2_8_10_14
12563,0.7151,225.17,49.28,394.28,50.24,1803.9,523.77,5.0573,13.23,86.37,47.42,83.42,42.04,238.2,78.25,1760.09,8/24/2021 22:00,FALSE,2,14,22,2_8_10_14
12564,0.7054,217.01,48.48,387.87,48.07,1807.86,506.43,5.047,11.61,85.54,47.42,82.52,42.14,225.4,77.52,1763.4,8/24/2021 23:00,FALSE,0,14,23,2_8_10_14
12565,0.6929,211.75,48.42,387.33,45.75,1811.87,482.36,5.048,10.63,85.11,47.42,81.36,42.14,218.8,77.25,1760.94,8/25/2021 0:00,FALSE,1,2,0,2_8_10_14
12566,0.6969,206.73,47.26,378.1,47.58,1808.67,495.83,5.0566,10.03,84.51,47.29,79.26,42.14,218.2,76.68,1760.7,8/25/2021 1:00,FALSE,0,2,1,2_8_10_14
12567,0.6965,197.9,45.68,365.41,46.89,1827.29,492.05,5.0556,9.5731,83.91,47.12,78.57,42.14,218.1,76.15,1761.5,8/25/2021 2:00,FALSE,5,8,2,2_8_10_14
12568,0.6862,194.94,45.86,366.91,46.92,1827.68,491.98,5.0432,9.7257,83.53,47.14,77.19,42.14,206.3,75.93,1760.13,8/25/2021 3:00,FALSE,0,8,3,2_8_10_14
12569,0.6876,195.01,45.74,365.91,46.15,1809.89,483.89,5.0488,9.7768,83.26,47.12,76.6,42.14,208,75.8,1764.29,8/25/2021 4:00,FALSE,3,10,4,2_8_10_14
12570,0.685,193.17,45.6,364.78,45.87,1824.28,486.06,5.046,9.9607,83.21,47.12,76.46,42.14,196.8,75.48,1758.81,8/25/2021 5:00,FALSE,1,10,5,2_8_10_14
12571,0.6534,207.41,50.57,404.59,47.73,1823.35,502.93,5.0487,9.7653,83.68,47.65,75.64,42.14,217,75.45,1764.11,8/25/2021 6:00,FALSE,4,10,6,2_8_10_14
12572,0.6482,208.92,51.23,409.83,49.84,1818.58,520.98,5.039,11.02,84.21,47.72,76.51,42.14,220.9,75.95,1762.95,8/25/2021 7:00,FALSE,3,10,7,2_8_10_14
12573,0.6899,226.18,51.24,409.94,50.62,1815.12,523.76,5.034,12.57,85.79,47.72,79.34,42.14,237.2,77.35,1763.42,8/25/2021 8:00,FALSE,3,10,8,2_8_10_14
12574,0.7042,238.23,52.32,418.6,52.42,1807.46,534.68,5.0328,13.16,86.73,47.84,83.15,42.14,251.8,78.1,1761.29,8/25/2021 9:00,FALSE,1,10,9,2_8_10_14
12575,0.6916,242.19,54.03,432.24,54.18,1813.7,557.35,5.03,13.26,86.86,48.02,86.81,42.14,257.6,78.17,1764.68,8/25/2021 10:00,FALSE,2,10,10,2_8_10_14
12576,0.6851,239.44,54.04,432.32,55.8,1818.21,568.65,5.0258,13.27,86.81,48.02,89.78,42.14,244.2,78.08,1764.97,8/25/2021 11:00,FALSE,2,10,11,2_8_10_14
12577,0.6847,240.09,54.16,433.28,55.18,1813.8,568.86,5.0308,13.33,86.62,48.02,93.32,42.12,251.5,77.95,1762.04,8/25/2021 12:00,FALSE,3,10,12,2_8_10_14
12578,0.6881,241.78,54.19,433.51,57.29,1824.93,590,5.0215,13.34,86.82,48.02,95.19,42.12,247.6,78.14,1763.23,8/25/2021 13:00,FALSE,1,10,13,2_8_10_14
12579,0.6837,239.11,54.03,432.25,52.63,1823.9,546.71,5.0328,13.38,86.71,48.02,96.5,42.14,251.4,77.91,1765.3,8/25/2021 14:00,FALSE,2,14,14,2_8_10_14
12580,0.686,240.03,54.04,432.35,55.59,1818.23,578.18,5.0324,13.36,86.7,48.02,95.86,42.14,244,77.91,1765.71,8/25/2021 15:00,FALSE,2,14,15,2_8_10_14
