,ESB Chiller Plant plantEfficiency,ESB_Chillers Demand,ESB_Chillers percentRefrigerationLoad,ESB_Chillers tonnage,Active_Chiller_Load_Percent Value,Primary_CHW_Flow Value,Building_Load Value,ESB_Chillers chillerEvapDifferentialPress,ESB_Chillers chillerCondDifferentialPress,ESB_Chillers chillerCondLeavingWaterTemp,ESB_Chillers chillerEvapEnteringWaterTemp,ESB_Chillers outdoorAirTemp,ESB_Chillers chillerEvapLeavingWaterTemp,ESB_Chillers chillerTotalKw,ESB_Chillers chillerCondEnteringWaterTemp,ESB_Chillers chillerEvapWaterFlow,time,anomaly,kmeans_labels,path_index,hour,pattern
13753,0.6337,182.91,46.97,375.77,47.46,1838.29,499.1,5.2288,4.1021,81.19,47.37,81.29,42.16,203.6,77.9,1733.56,10/13/2021 12:00,FALSE,0,,12,9_12
13754,0.6161,187.51,48.73,389.82,48.51,1817.16,502.03,5.2256,4.213,81.54,47.56,81.71,42.16,199.9,78.31,1732.38,10/13/2021 13:00,FALSE,1,,13,9_12
13755,0.6142,188.32,49.57,396.59,49.76,1832.8,516.13,5.2259,4.273,81.61,47.66,83.43,42.16,200.9,78.21,1730.75,10/13/2021 14:00,FALSE,0,12,14,9_12
13756,0.6146,188.7,49.6,396.83,48.56,1812.09,500.62,5.2228,4.2039,81.43,47.66,83.4,42.16,198.3,78.13,1731.78,10/13/2021 15:00,FALSE,1,12,15,9_12
13757,0.6106,187.82,49.59,396.71,47.09,1817.51,486.72,5.2295,4.1601,81.34,47.66,82.88,42.16,198.9,78.14,1731.26,10/13/2021 16:00,FALSE,0,12,16,9_12
13758,0.6117,187.4,49.63,397.07,50.06,1814.62,510.54,5.231,4.1601,81.54,47.66,82.26,42.16,196.7,78.14,1732.82,10/13/2021 17:00,FALSE,1,12,17,9_12
13759,0.623,179.82,47.12,376.93,48.39,1828.19,507.58,5.2256,4.0999,81.07,47.39,80.97,42.16,190.4,78.11,1731.08,10/13/2021 18:00,FALSE,0,12,18,9_12
13760,0.6253,180.83,46.94,375.55,44.15,1827.6,470.96,5.2435,4.1065,81.08,47.36,79.09,42.16,193,78.06,1732.97,10/13/2021 19:00,FALSE,0,12,19,9_12
13761,0.6155,174.82,46.63,373.07,46.93,1818.04,491.88,5.2347,3.9764,80.53,47.34,77.53,42.16,192.6,77.59,1729.89,10/13/2021 20:00,FALSE,0,12,20,9_12
13762,0.6076,159.78,44.19,353.5,42.95,1846.01,462.98,5.2239,5.3096,78.9,47.06,76.59,42.16,166.4,76.31,1731.4,10/13/2021 21:00,FALSE,0,12,21,9_12
13763,0.612,155.15,42.65,341.17,40.66,1822.34,429.14,5.2256,6.3437,78.57,46.89,75.77,42.16,158.8,76.04,1732.45,10/13/2021 22:00,FALSE,0,12,22,9_12
13764,0.6177,150.03,41.51,332.09,41.72,1835.46,448.19,5.2323,6.2543,77.75,46.77,75.36,42.16,160.4,75.26,1731.78,10/13/2021 23:00,FALSE,3,12,23,9_12
13765,0.6078,148.19,41.53,332.23,38.67,1827.78,423.2,5.2238,6.1334,77.52,46.77,74.88,42.16,159.9,74.99,1732.47,10/14/2021 0:00,FALSE,4,,0,4_12
13766,0.6169,154.38,42.45,339.58,41.16,1810.56,433.18,5.2195,5.9162,77.47,46.87,74.04,42.16,177.8,74.69,1732.42,10/14/2021 1:00,FALSE,0,,1,4_12
13767,0.5815,177.55,49.91,399.31,50.08,1827.86,518.54,5.2144,5.948,79,47.7,73.31,42.16,180.1,75.14,1732.32,10/14/2021 2:00,FALSE,1,4,2,4_12
13768,0.5537,175.11,51.91,415.28,50.37,1822.47,521.96,5.2119,5.8669,78.53,47.92,72.19,42.16,181.8,74.79,1731.13,10/14/2021 3:00,FALSE,2,4,3,4_12
13769,0.5652,168.35,49.49,395.92,47.49,1819.29,488.79,5.2072,5.6015,77.9,47.65,71.49,42.16,173,74.2,1731.94,10/14/2021 4:00,FALSE,0,4,4,4_12
13770,0.562,164.98,49.75,398.01,49.24,1822.77,503.28,5.2044,5.4105,77.55,47.68,70.88,42.16,167.1,74.07,1733.02,10/14/2021 5:00,FALSE,4,4,5,4_12
13771,0.5499,182.81,54.04,432.32,48.65,1827.08,507.83,5.2177,3.0288,78.41,48.15,70.63,42.16,191.9,74.37,1732.64,10/14/2021 6:00,FALSE,0,4,6,4_12
13772,0.5529,177.77,52.46,419.68,52.26,1852.42,538.78,5.2197,2.2505,78.21,47.98,70.32,42.16,182.5,74.4,1732.89,10/14/2021 7:00,FALSE,0,4,7,4_12
13773,0.5487,182.12,53.98,431.81,51.74,1842.68,532.46,5.2233,2.2886,78.58,48.15,71.28,42.16,192.1,74.75,1731.2,10/14/2021 8:00,FALSE,0,4,8,4_12
13774,0.5636,190.46,54.38,435.05,53.22,1808.59,537.05,5.23,2.6318,79.6,48.2,74.21,42.16,198.8,75.65,1729.87,10/14/2021 9:00,FALSE,2,4,9,4_12
13775,0.5936,158.59,44.8,358.41,44.26,1814.86,466.98,5.235,2.7844,78.28,47.13,77.29,42.16,163.5,75.46,1732.57,10/14/2021 10:00,FALSE,1,4,10,4_12
13776,0.6013,158.44,44.39,355.09,44.89,1819.93,477.55,5.2221,2.7052,77.99,47.08,79.47,42.16,164.2,75.16,1733.86,10/14/2021 11:00,FALSE,0,4,11,4_12
13777,0.6127,162.57,44.36,354.88,44.6,1814.59,468.21,5.2317,2.8244,78.62,47.08,81.45,42.16,172.9,75.73,1732.8,10/14/2021 12:00,FALSE,0,,12,4_12
13778,0.6141,162.74,44.36,354.88,43.61,1835.77,466.5,5.2333,2.8852,78.44,47.08,82.59,42.16,167.9,75.63,1732.8,10/14/2021 13:00,FALSE,1,,13,4_12
13779,0.6132,161.78,44.13,353.03,44.53,1797.71,459.61,5.2408,2.9318,78.27,47.06,83.51,42.16,168.1,75.48,1731.41,10/14/2021 14:00,FALSE,0,12,14,4_12
13780,0.6023,163.84,45.6,364.79,45.44,1824.8,478.53,5.2297,3.0612,78.55,47.22,83.17,42.17,176.4,75.7,1732.52,10/14/2021 15:00,FALSE,1,12,15,4_12
13781,0.5939,166.21,46.75,373.98,44.97,1818.02,474.77,5.228,3.1176,78.4,47.2,83.83,42.02,185.9,75.36,1733.88,10/14/2021 16:00,FALSE,0,12,16,4_12
13782,0.6147,165.4,45.16,361.28,41.74,1821.02,446.32,5.2399,3.0374,77.98,47.81,82.5,42.8,198.3,75.16,1730.45,10/14/2021 17:00,FALSE,1,12,17,4_12
13783,0.6116,153.53,42.1,336.83,44.95,1834.74,473.07,5.2214,3.0919,77.69,47.12,80.36,42.45,164.1,75.21,1731.22,10/14/2021 18:00,FALSE,0,12,18,4_12
13784,0.9479,142.23,39.1,312.78,41.79,1840.43,448.15,5.2335,2.9147,76.52,47.3,78.95,42.97,176.2,74.37,1733.48,10/14/2021 19:00,FALSE,0,12,19,4_12
13785,0.6059,146.74,41.55,332.37,43.95,1820.18,463.33,5.2413,2.8349,76.74,46.97,77.8,42.37,156.8,74.32,1732.73,10/14/2021 20:00,FALSE,0,12,20,4_12
13786,0.6331,143.17,40.06,320.5,41.47,1829.48,441.24,5.2263,4.0877,75.8,47.19,76.78,42.75,176.1,73.52,1733.07,10/14/2021 21:00,FALSE,0,12,21,4_12
13787,0.618,137.87,39.04,312.33,40.76,1810.72,431.84,5.2174,5.306,75.52,46.55,75.61,42.23,185.2,73.23,1733.8,10/14/2021 22:00,FALSE,0,12,22,4_12
13788,0.6487,133.08,36.41,291.26,39.25,1801.02,422.55,5.2107,5.5012,74.95,46.16,74.94,42.13,147.1,72.78,1733.44,10/14/2021 23:00,FALSE,3,12,23,4_12
13789,0.6102,151.64,42.54,340.35,36.57,1829.42,409.82,5.2214,5.556,76.02,47.02,73.68,42.3,162.3,73.08,1732.39,10/15/2021 0:00,FALSE,4,,0,4_12
13790,0.5956,161.88,45.68,365.44,42.53,1833.12,457.88,5.2147,5.6615,77.01,47.44,72.87,42.38,169.2,73.66,1731.52,10/15/2021 1:00,FALSE,0,,1,4_12
13791,0.5967,162.07,45.64,365.13,45.97,1806.31,478.13,5.2133,5.6922,77.18,47.42,72.56,42.35,172.5,73.73,1728.72,10/15/2021 2:00,FALSE,1,4,2,4_12
13792,0.5817,158.51,46.1,368.77,47.32,1815.08,489.76,5.2046,5.6145,76.97,47.39,72.33,42.29,164.6,73.59,1733.57,10/15/2021 3:00,FALSE,2,4,3,4_12
13793,0.5983,158.99,44.86,358.89,47.25,1854.69,499.3,5.2298,5.5164,76.87,47.32,71.9,42.34,165.2,73.49,1730.27,10/15/2021 4:00,FALSE,0,4,4,4_12
13794,0.5806,158.43,46.12,368.92,46.86,1833.58,490.49,5.2172,5.4686,76.92,47.47,71.71,42.36,163.3,73.56,1733.22,10/15/2021 5:00,FALSE,4,4,5,4_12
13795,0.5624,176.23,51.51,412.05,47.24,1834.95,497.61,5.2196,3.1192,78.02,48.05,71.61,42.33,182.8,74.16,1730.35,10/15/2021 6:00,FALSE,0,4,6,4_12
13796,0.563,180.39,52.29,418.29,51.79,1827.41,528.53,5.2262,2.3774,78.52,48.12,72.1,42.33,183.5,74.61,1733.53,10/15/2021 7:00,FALSE,0,4,7,4_12
13797,0.5645,180.07,52.25,417.96,52.73,1829.53,539.33,5.245,2.4972,78.54,48.12,71.72,42.33,181.6,74.74,1732.2,10/15/2021 8:00,FALSE,0,4,8,4_12
13798,0.5724,182.92,52.1,416.77,52.28,1796.93,530.35,5.2327,2.6229,78.77,48.1,68.56,42.33,189.7,75.01,1733.92,10/15/2021 9:00,FALSE,2,4,9,4_12
13799,0.5902,197.5,53.62,428.95,54.64,1804.48,546.79,5.2332,2.9523,80.23,48.28,69.33,42.33,204.5,75.99,1731.72,10/15/2021 10:00,FALSE,1,4,10,4_12
13800,0.6039,224.38,58.01,464.09,56.42,1824.88,573.45,5.2349,3.4856,82.45,48.95,71.44,42.51,238.6,77.67,1731.02,10/15/2021 11:00,FALSE,0,4,11,4_12
13801,0.6124,238.01,60.01,480.11,60.93,1834.47,610.91,5.2256,3.9487,83.79,49.02,74.17,42.37,242.4,78.75,1732.15,10/15/2021 12:00,FALSE,0,,12,4_12
13802,0.6109,227.89,58,464.01,62.4,1833.02,618.77,5.2288,4.1103,83.62,48.8,76.08,42.37,246.2,78.84,1733.08,10/15/2021 13:00,FALSE,1,,13,4_12
13803,0.6334,182.78,46.59,372.74,48.18,1832.85,501.3,5.2287,3.808,81.4,47.54,77.81,42.37,200.5,78.24,1730.33,10/15/2021 14:00,FALSE,0,12,14,4_12
13804,0.6436,191.62,47.31,378.49,47.65,1833.57,495.79,5.2276,3.7596,81.57,47.24,78.88,41.99,211,78.34,1730.64,10/15/2021 15:00,FALSE,1,12,15,4_12
13805,0.6397,186.77,47.25,377.99,46.82,1811.55,486.84,5.2462,3.5862,80.57,47.29,78.65,42.05,191.3,77.52,1731.58,10/15/2021 16:00,FALSE,0,12,16,4_12
13806,0.6475,179.91,45.39,363.12,46.68,1827.13,484.57,5.2377,3.346,79.8,47.31,77.46,42.28,182.6,76.8,1729.68,10/15/2021 17:00,FALSE,1,12,17,4_12
13807,0.6625,169.26,42.31,338.44,45.74,1826.35,479.74,5.2305,3.0704,78.71,46.97,76.15,42.28,176.8,75.97,1731.78,10/15/2021 18:00,FALSE,0,12,18,4_12
13808,0.658,164.84,41.93,335.4,43.05,1831.73,458.22,5.2129,2.9693,78.16,46.92,74.84,42.28,167.5,75.57,1734.57,10/15/2021 19:00,FALSE,0,12,19,4_12
13809,0.5982,196,52.84,422.69,42.78,1835.62,459.07,5.2375,3.0144,79.92,48.05,73.59,42.2,219.8,76.05,1732.09,10/15/2021 20:00,FALSE,0,12,20,4_12
13810,0.5839,195.78,53.84,430.75,53.24,1845.19,549.11,5.2344,4.5344,80.29,48.13,72.9,42.17,202.2,76.3,1734.55,10/15/2021 21:00,FALSE,0,12,21,4_12
13811,0.5943,177.73,48.82,390.58,54.5,1806.19,545.17,5.2279,5.6239,78.76,47.78,68.36,42.37,203.1,75.08,1732.11,10/15/2021 22:00,FALSE,0,12,22,4_12
13812,0.5994,159.99,44.97,359.75,45.47,1841.31,479.91,5.2236,5.1419,76.45,47.26,67.07,42.27,164.2,73.28,1732.02,10/15/2021 23:00,FALSE,3,12,23,4_12
13813,0.6034,162.18,45.17,361.38,45.88,1817.83,480.87,5.2216,5.1399,76.68,47.18,67.28,42.17,167.6,73.5,1731.3,10/16/2021 0:00,FALSE,4,,0,3_13_16
13814,0.5474,89.26,32.27,258.18,39.14,1828.28,428.47,5.2091,3.3562,67.34,45.6,61.09,42.02,129.8,65.55,1730.64,10/16/2021 1:00,FALSE,0,,1,3_13_16
13815,0.5501,60,23.26,186.1,23.39,1807.57,285.9,5.2167,1.2533,63.04,44.84,58.26,42.26,65.5,60.97,1732.42,10/16/2021 2:00,FALSE,0,3,2,3_13_16
13816,0.6254,50.57,18.24,145.94,20.94,1820.88,261.69,5.2316,0.3536,61.52,43.94,57.27,41.91,57.1,58.17,1732.93,10/16/2021 3:00,FALSE,6,3,3,3_13_16
13817,0.6745,44.04,14.28,114.25,19.02,1804.13,250.72,5.2157,-0.141,60.61,43.35,55.44,41.77,50.1,56.26,1732.66,10/16/2021 4:00,FALSE,4,3,4,3_13_16
13818,0.6723,42.02,13.01,104.07,13.11,1838.72,208.96,5.2131,-0.2561,60.72,43.44,54.24,41.99,44,56.66,1729.41,10/16/2021 5:00,FALSE,3,3,5,3_13_16
13819,0.6016,43.48,14.44,115.55,12.38,1836.72,204.43,5.2251,-0.8536,60.86,43.58,53.53,41.98,44.7,57.07,1733.42,10/16/2021 6:00,FALSE,2,3,6,3_13_16
13820,0.58,42.21,14.5,116.03,15.34,1803.64,230.25,5.2371,-1.2349,60.61,43.39,52.95,41.79,45.1,56.82,1733.55,10/16/2021 7:00,FALSE,4,3,7,3_13_16
13821,0.568,45.27,15.55,124.39,14.41,1821.81,215.14,5.2311,-1.2008,60.91,43.76,53.32,42.04,50.5,57.49,1732.59,10/16/2021 8:00,FALSE,4,3,8,3_13_16
13822,0.5457,47.39,16.9,135.18,16.71,1807.36,232.62,5.2351,-0.9889,61.18,43.79,55.33,41.92,52.3,58.27,1731.26,10/16/2021 9:00,FALSE,4,3,9,3_13_16
13823,0.4754,52.63,20.9,167.2,19.24,1836.44,260.75,5.2351,-0.846,61.46,44.22,58.69,41.9,58.6,58.64,1730.62,10/16/2021 10:00,FALSE,0,,10,3_13_16
13824,0.4479,56.15,23.23,185.83,19.07,1824.38,255.68,5.2305,-0.7201,61.58,44.44,61.04,41.86,64.5,58.79,1731.89,10/16/2021 11:00,FALSE,1,,11,3_13_16
13825,0.4455,60.83,25.22,201.74,22.86,1828.57,293.21,5.2388,-0.5978,61.92,44.75,62.95,41.95,67.8,59.08,1732.32,10/16/2021 12:00,FALSE,2,,12,3_13_16
13826,0.416,62.42,27.54,220.33,23.51,1835.13,287.6,5.236,-0.5538,62,44.9,64.41,41.85,69.3,58.98,1731.4,10/16/2021 13:00,FALSE,0,,13,3_13_16
13827,0.4136,63.38,28.32,226.55,24.14,1830.34,297.42,5.2503,-0.4914,62,44.99,65.23,41.85,71.6,59.03,1733.11,10/16/2021 14:00,FALSE,1,13,14,3_13_16
13828,0.4236,63.57,27.89,223.1,26.3,1813.38,312.8,5.2413,-0.4576,61.94,44.99,65.52,41.91,68.9,58.85,1733.8,10/16/2021 15:00,FALSE,0,13,15,3_13_16
13829,0.4232,63.81,27.94,223.54,25.75,1835.94,306.12,5.2386,-0.429,61.98,45.07,65.28,41.98,69.2,58.94,1734.48,10/16/2021 16:00,FALSE,1,13,16,3_13_16
13830,0.4356,61.26,26.3,210.42,24.16,1827.54,291.52,5.2407,-0.4162,61.82,44.84,64.24,41.93,66.2,58.62,1732.94,10/16/2021 17:00,FALSE,0,13,17,3_13_16
13831,0.4589,55.58,23.39,187.16,22.29,1833.97,284.26,5.2438,-0.4817,61.28,44.42,62.44,41.83,63.5,57.9,1731.7,10/16/2021 18:00,FALSE,1,13,18,3_13_16
13832,0.4841,51.08,21,168.04,17.81,1836.17,240.51,5.2476,-0.5421,61.05,44.16,60.59,41.83,59.9,57.54,1732.84,10/16/2021 19:00,FALSE,1,13,19,3_13_16
13833,0.5109,48.63,18.81,150.46,19.31,1823.77,256.88,5.2348,-0.6057,60.77,43.86,58.92,41.78,55.7,57.05,1733.95,10/16/2021 20:00,FALSE,1,13,20,3_13_16
13834,0.5395,46.57,16.95,135.57,19.76,1828.55,275.81,5.2439,-0.3953,60.66,43.68,57.4,41.8,53.6,56.91,1734.36,10/16/2021 21:00,FALSE,4,16,21,3_13_16
13835,0.5419,45.13,16.3,130.36,18.34,1817.49,246.15,5.2431,-0.2473,60.63,43.57,56.02,41.76,48.4,56.91,1733.01,10/16/2021 22:00,FALSE,1,16,22,3_13_16
13836,0.6208,42.02,13.57,108.58,12.99,1829.91,203.14,5.2436,-0.2052,60.45,43.34,54.92,41.83,43.9,56.82,1732.79,10/16/2021 23:00,FALSE,4,16,23,3_13_16
13837,0.6184,40.9,13.11,104.87,15.01,1818.36,221.78,5.2328,-0.1856,60.45,43.27,53.48,41.82,44.7,57.1,1733.83,10/17/2021 0:00,FALSE,3,,0,3_13_16
13838,0.6645,38.17,11.51,92.07,11.48,1817.09,199.39,5.2356,-0.1874,60.17,43.11,52.71,41.83,40.7,56.85,1733.95,10/17/2021 1:00,FALSE,1,,1,3_13_16
13839,0.6269,42.39,13.26,106.07,11,1834.84,192.09,5.2378,-0.0997,60.87,43.51,51.96,42.04,46.5,58.22,1731.7,10/17/2021 2:00,FALSE,0,3,2,3_13_16
13840,0.571,45.23,15.01,120.05,15.34,1807.11,230.55,5.2412,-0.0061,61.09,43.57,50.64,41.91,51.4,58.77,1732.59,10/17/2021 3:00,FALSE,6,3,3,3_13_16
13841,0.5363,43.9,15.6,124.81,15.92,1834.69,233.64,5.2341,0.0043,60.91,43.49,49.62,41.76,45.5,58.23,1733.83,10/17/2021 4:00,FALSE,4,3,4,3_13_16
13842,0.5798,43.8,14.26,114.12,15.15,1833.29,237.17,5.2373,-0.0496,60.76,43.45,48.92,41.87,46.1,57.95,1733.34,10/17/2021 5:00,FALSE,3,3,5,3_13_16
13843,0.5126,46.85,17.18,137.47,13.54,1818.11,221.46,5.2339,-0.3558,61.03,43.87,48.73,41.97,52.1,58.22,1731.54,10/17/2021 6:00,FALSE,2,3,6,3_13_16
13844,0.5214,47.11,16.89,135.15,17.57,1795.97,233.06,5.2411,-0.3875,60.96,43.77,47.91,41.9,50.3,58.19,1732.95,10/17/2021 7:00,FALSE,4,3,7,3_13_16
13845,0.506,49.82,18.48,147.8,19.17,1841.91,257.24,5.242,-0.298,61.27,44,49.09,41.95,56.9,58.89,1730.36,10/17/2021 8:00,FALSE,4,3,8,3_13_16
13846,0.5142,49.63,18.21,145.67,20.72,1827.89,263.63,5.2438,-0.2376,61.33,43.87,52.75,41.86,54.3,59.08,1734.74,10/17/2021 9:00,FALSE,4,3,9,3_13_16
13847,0.482,52.13,20.61,164.85,21.24,1826.12,267.29,5.2314,-0.2118,61.46,44.27,57.52,41.98,61.7,59.12,1731.04,10/17/2021 10:00,FALSE,0,,10,3_13_16
13848,0.4463,59.22,24.73,197.86,19.68,1814.23,250.79,5.243,-0.1552,61.73,44.65,61.94,41.91,65.1,59.04,1733.42,10/17/2021 11:00,FALSE,1,,11,3_13_16
13849,0.4287,69.35,29.42,235.35,21.56,1834.1,270.37,5.2528,0.0391,62.26,45.35,65.42,42.09,76.7,59.28,1733.32,10/17/2021 12:00,FALSE,2,,12,3_13_16
13850,0.4184,75.52,32.8,262.38,33.59,1832.67,381.02,5.2483,0.1553,62.43,45.6,67.15,41.97,77.8,59.16,1731.75,10/17/2021 13:00,FALSE,0,,13,3_13_16
13851,0.4019,78.28,35.44,283.53,34.74,1833.1,389.86,5.2423,0.1139,62.53,45.9,68.03,41.97,80.1,59.19,1730.04,10/17/2021 14:00,FALSE,1,13,14,3_13_16
13852,0.4204,72.24,32.71,261.69,35.44,1817.35,394.71,5.2447,0.0271,62.14,45.51,68.06,41.89,82.2,58.62,1733.78,10/17/2021 15:00,FALSE,0,13,15,3_13_16
13853,0.442,62.22,27.41,219.24,23.91,1820.03,289.08,5.2381,-0.0805,61.43,45.07,67.92,42.03,68,57.72,1732.25,10/17/2021 16:00,FALSE,1,13,16,3_13_16
13854,0.4335,63.95,28.43,227.43,30.92,1823.78,363.63,5.2482,0.0046,61.5,45.05,66.7,41.9,69.8,57.78,1734.08,10/17/2021 17:00,FALSE,0,13,17,3_13_16
13855,0.4657,58.61,24.86,198.92,27.38,1819.16,343.02,5.2378,-0.1872,61.14,44.66,64.23,41.91,63.9,57.3,1732.96,10/17/2021 18:00,FALSE,1,13,18,3_13_16
13856,0.4868,52.84,21.8,174.38,24.7,1816.56,311.43,5.244,-0.3407,60.8,44.27,61.65,41.85,58.2,56.72,1734.4,10/17/2021 19:00,FALSE,1,13,19,3_13_16
13857,0.5148,51.1,19.81,158.47,23.52,1802.31,293.25,5.2477,-0.2268,60.84,44.21,59.74,42.01,60,56.94,1730.31,10/17/2021 20:00,FALSE,1,13,20,3_13_16
13858,0.5462,45.95,16.75,133.99,15.88,1802.36,231.59,5.2383,-0.2826,60.67,43.7,58.5,41.84,51,56.92,1730.81,10/17/2021 21:00,FALSE,4,16,21,3_13_16
13859,0.5444,45.93,16.68,133.48,18.41,1812.81,267.29,5.2257,-0.3551,60.58,43.73,57.92,41.88,49.7,57.06,1734.53,10/17/2021 22:00,FALSE,1,16,22,3_13_16
13860,0.5511,44.62,16.08,128.67,19.95,1815.76,262.32,5.2434,-0.3551,60.56,43.64,57.36,41.85,51.2,57.09,1729.7,10/17/2021 23:00,FALSE,4,16,23,3_13_16
13861,0.6215,41.3,13.32,106.56,13.69,1809.64,207.49,5.2325,-0.3867,60.35,43.25,55.23,41.77,45.6,56.96,1732.52,10/18/2021 0:00,FALSE,3,,0,3_13_16
13862,0.6199,40.33,13.01,104.11,14.32,1806.5,205.16,5.2334,-0.412,60.29,43.3,54.05,41.86,44.9,56.89,1732.74,10/18/2021 1:00,FALSE,1,,1,3_13_16
13863,0.6422,40.5,12.42,99.36,12.66,1838.47,202.56,5.2324,-0.4228,60.39,43.23,53.56,41.85,44.9,57.25,1732.64,10/18/2021 2:00,FALSE,0,3,2,3_13_16
13864,0.702,38.66,11.13,89.07,10.96,1845.58,195.8,5.2387,-0.4641,60.18,43.07,52.63,41.83,40.7,57.02,1732.95,10/18/2021 3:00,FALSE,6,3,3,3_13_16
13865,0.6484,41.13,12.69,101.5,10.63,1825.53,187.43,5.2353,-0.4383,60.54,43.51,51.59,42.1,46.7,57.91,1734.68,10/18/2021 4:00,FALSE,4,3,4,3_13_16
13866,0.5539,46.46,16.34,130.74,15.09,1816.84,227.62,5.2334,-0.3007,60.99,43.71,49.75,41.9,75.2,58.72,1734.59,10/18/2021 5:00,FALSE,3,3,5,3_13_16
13867,0.5274,46.51,16.68,133.4,15.58,1815.27,217.1,5.2338,-0.3166,60.97,43.78,48.67,41.93,50.8,58.64,1732.3,10/18/2021 6:00,FALSE,2,3,6,3_13_16
13868,0.5312,47.2,16.78,134.23,15.77,1819.41,223.49,5.2318,-0.1292,61,43.77,48.39,41.91,54.1,58.47,1733.1,10/18/2021 7:00,FALSE,4,3,7,3_13_16
13869,0.4737,51.27,20.46,163.69,18.22,1820.93,245.24,5.2343,0.0426,61.52,44.21,50.39,41.94,62.5,59.27,1732.58,10/18/2021 8:00,FALSE,4,3,8,3_13_16
13870,0.5192,48.2,17.11,136.85,20.39,1826.14,259.52,5.2401,0.1409,61.72,45.01,54.33,43.08,93.1,59.26,1730.97,10/18/2021 9:00,FALSE,4,3,9,3_13_16
13871,0.488,54.92,21.8,174.38,19.04,1820.25,243.85,5.2278,-0.0313,61.58,44.73,58.95,42.31,65.8,58.93,1733.09,10/18/2021 10:00,FALSE,0,,10,3_13_16
13872,0.4665,62.75,26.08,208.61,26.27,1837.07,306.91,5.2318,0.0095,61.88,44.94,64.23,42.05,70.8,59.32,1732.7,10/18/2021 11:00,FALSE,1,,11,3_13_16
13873,0.4416,66.26,29.13,233,25.93,1824.05,307.99,5.2383,0.0189,62.08,45.29,67.9,42.06,77.4,59.13,1732.98,10/18/2021 12:00,FALSE,2,,12,3_13_16
13874,0.4523,70.14,30.75,246,28.37,1829.12,351.5,5.2401,0.119,62.17,45.34,70.11,41.93,82.8,59.32,1731.09,10/18/2021 13:00,FALSE,0,,13,3_13_16
13875,0.4499,72.77,32.48,259.8,34.59,1828.57,382.19,5.2388,0.1615,62.44,45.52,71.2,41.92,88.4,59.65,1731.88,10/18/2021 14:00,FALSE,1,13,14,3_13_16
13876,0.4696,78.57,33.27,266.16,37.34,1827.56,407.06,5.2368,0.2069,62.65,45.64,71.89,41.95,86.4,60.06,1729.77,10/18/2021 15:00,FALSE,0,13,15,3_13_16
13877,0.4533,70.35,31.5,252.02,24.74,1820.91,288.89,5.2376,0.125,62.37,45.44,71.59,41.95,82.7,59.65,1733.09,10/18/2021 16:00,FALSE,1,13,16,3_13_16
13878,0.4406,73.6,33.08,264.65,36.26,1817.72,406.99,5.2277,0.1322,62.29,45.61,70.02,41.95,84.3,59.31,1734.65,10/18/2021 17:00,FALSE,0,13,17,3_13_16
13879,0.477,62.22,27.07,216.53,28.04,1830.58,330.5,5.2293,0.0818,61.83,44.9,67.66,41.9,71.8,58.96,1733.38,10/18/2021 18:00,FALSE,1,13,18,3_13_16
13880,0.4982,59.12,25.05,200.44,28.52,1832.81,328.69,5.2282,0.0777,61.61,44.68,65.46,41.9,68.6,58.73,1733.44,10/18/2021 19:00,FALSE,1,13,19,3_13_16
13881,0.4921,56.67,24.48,195.81,23.76,1825.05,276.56,5.2205,-0.0271,61.18,44.6,63.74,41.89,64.9,57.72,1733.5,10/18/2021 20:00,FALSE,1,13,20,3_13_16
13882,0.5854,50.48,18.99,151.92,17.42,1819.44,235.31,5.2368,-0.2545,60.83,44.01,61.46,41.91,56.6,57.27,1733.41,10/18/2021 21:00,FALSE,4,16,21,3_13_16
13883,0.5556,48.31,19.04,152.35,23.67,1821.09,282.32,5.2241,-0.4109,60.71,43.97,59.37,41.87,54.6,56.96,1734.18,10/18/2021 22:00,FALSE,1,16,22,3_13_16
13884,0.6239,47.49,16.59,132.75,15.91,1855.99,225.31,5.2353,-0.5153,60.66,43.74,57.41,41.91,55.4,57.07,1734.54,10/18/2021 23:00,FALSE,4,16,23,3_13_16
13885,0.5954,45.78,16.31,130.45,16.82,1818.12,240.8,5.2361,-0.5368,60.47,43.73,55.73,41.92,50,56.69,1730.85,10/19/2021 0:00,FALSE,3,,0,3_13_16
13886,0.6252,43.37,14.57,116.52,14.65,1805.86,207.43,5.237,-0.5335,60.5,43.42,54.73,41.81,45.6,57.37,1732.92,10/19/2021 1:00,FALSE,1,,1,3_13_16
13887,0.606,42.61,14.89,119.13,15.99,1862.2,228.7,5.2267,-0.5056,60.3,43.41,53.78,41.76,45.9,56.95,1732.76,10/19/2021 2:00,FALSE,0,3,2,3_13_16
13888,0.6263,40.61,13.2,105.61,14.27,1818.47,213.4,5.2289,-0.6083,60.11,43.42,52.53,41.96,45.4,56.65,1732.81,10/19/2021 3:00,FALSE,6,3,3,3_13_16
13889,0.5519,44.29,15.55,124.39,14.54,1836.52,214.28,5.2295,-0.5078,60.79,43.59,51.48,41.87,46.3,58.16,1733.6,10/19/2021 4:00,FALSE,4,3,4,3_13_16
13890,0.5404,47.62,16.93,135.48,18.75,1833.82,246.76,5.2329,-0.4456,60.97,43.86,50.68,41.98,54,58.54,1733.39,10/19/2021 5:00,FALSE,3,3,5,3_13_16
